Location,Cat_C
Madrid Barajas,1.366341702
Samana El Catey,0.4964626818
Ho Chi Minh,0.6233491385
Izmir Airport,0.697886658
PRISTINA,0.2869327976
Torino,0.6239889544
Hurgada,1.173536848
Prague,0.8070077302
Izmir Airport,0.697886658
Tangier,3.105891819
Ixtapa Zihuatanejo,1.588907381
Graz,0.9271440526
Warsaw,0.1870207167
Istanbul Asia Airport,0.465385837
Osaka - Kansai,1.458331366
Geneva,0.9340392268
Zurich,1.023178652
Diyarbakir Airport,0.5579624734
Istanbul Airport,0.4784132085
Zurich,1.023178652
Ngurah Rai,0.6137193109
Cairo,1.607954377
Diyarbakir Airport,0.5579624734
Xian Xianyang,0.4169172134
Xian Xianyang,0.4169172134
Yerevan,0.1109906648
Istanbul Airport,0.4784132085
Jomo Kenyatta,2.013940841
Zurich,1.023178652
Istanbul Asia Airport,0.465385837
Zurich,1.023178652
Alexandria,0.5658426418
Leopold Sedar Senghar,1.83080953
Osaka - Kansai,1.458331366
Jomo Kenyatta,2.013940841
Diyarbakir Airport,0.5579624734
Jomo Kenyatta,2.013940841
Istanbul Asia Airport,0.465385837
Nantes,1.506162503
Geneva,0.9340392268
Jerba,1.566804571
Malaga,1.763160646
Istanbul Asia Airport,0.465385837
Changsha Huanghua,1.033472468
Soekarno Hatta,0.3146901358
Wenzhou Longwan,0.3735633526
Osaka - Kansai,1.458331366
Marseille,1.446182507
Istanbul Airport,0.4784132085
Xian Xianyang,0.4169172134
Panama Tocumen,0.2242483461
Jerba,1.566804571
Changsha Huanghua,1.033472468
Xian Xianyang,0.4169172134
Geneva,0.9340392268
Changsha Huanghua,1.033472468
London Southend Airport,1.388366017
Kuwait,0.6916591686
Geneva,0.9340392268
Tel-Aviv,1.234556197
Leopold Sedar Senghar,1.83080953
Phu Quok,1.096029627
Harbin Taiping,0.5968041076
Casablanca,3.209642487
Osaka - Kansai,1.458331366
Panama Tocumen,0.2242483461
Diyarbakir Airport,0.5579624734
Alexandria,0.5658426418
Istanbul Airport,0.4784132085
Xian Xianyang,0.4169172134
Marseille,1.446182507
Geneva,0.9340392268
Kuwait,0.6916591686
Copenhagen,1.023117769
Changsha Huanghua,1.033472468
Cairo,1.607954377
Ngurah Rai,0.6137193109
Changsha Huanghua,1.033472468
Wenzhou Longwan,0.3735633526
Istanbul Asia Airport,0.465385837
Casablanca,3.209642487
Alexandria,0.5658426418
Casablanca,3.209642487
Cairo,1.607954377
Yerevan,0.1109906648
Diyarbakir Airport,0.5579624734
Istanbul Airport,0.4784132085
Geneva,0.9340392268
Malaga,1.763160646
Geneva,0.9340392268
Male,1.414723419
Humberside,0.2400820033
Istanbul Asia Airport,0.465385837
Jerba,1.566804571
Istanbul Airport,0.4784132085
Diyarbakir Airport,0.5579624734
Gaziantep Airport,0.4599756867
Seoul,2.120479482
Paris Orly,1.397840178
Viracopos,0.9376590309
Fes,2.868788225
Baku,0.2695007384
Gaziantep Airport,0.4599756867
Bournemouth,1.07643272
London Luton,0.2610016897
Manama,0.8867238588
Viracopos,0.9376590309
Gaziantep Airport,0.4599756867
Cancun,1.037689687
Santo Domingo Las Americas,0.02266365801
Gaziantep Airport,0.4599756867
Mudanjiang Hailang,0.2827954029
Xiamen Gaoqi,0.8525528574
Xiamen Gaoqi,0.8525528574
Heraklion Airport,0.6826565963
Marsa Aalam,0.5818966586
Riga,0.4534412345
Accra,2.662294783
Viracopos,0.9376590309
Pisa,0.5933117122
Jersey,1.107330896
Konya Airport,0.7540959865
Hong Kong,0.6476165631
Marsa Aalam,0.5818966586
Penang,0.9769574364
Exeter,1.045377606
Santo Domingo Las Americas,0.02266365801
Moscow - Domodedovo,0.6738240677
Xiamen Gaoqi,0.8525528574
Mudanjiang Hailang,0.2827954029
Accra,2.662294783
Lanzarote,1.098178324
Manama,0.8867238588
Wuhan Tianhe,0.89691578
Gaziantep Airport,0.4599756867
Cancun,1.037689687
Ningbo Lishe,0.7361556932
Yanji Zhaoyangchuan,0.2801296955
Ningbo Lishe,0.7361556932
Xiamen Gaoqi,0.8525528574
Medellin Jose Maria Cordova,0.142664783
Gaziantep Airport,0.4599756867
Ankara Airport,0.4398326061
Roland Garros,1.827873587
Cayenne,1.979790974
Malmo,0.1664693172
Doha,0.4350533797
Kingston,1.59492241
Newcastle,1.242690039
Frankfurt,1.091206578
Frankfurt,1.091206578
Gran Canaria,1.107682936
Newcastle,1.242690039
Bogota,0.2134989269
Ankara Airport,0.4398326061
Bydgoszcz,0.3599229435
Stockholm Arlanda,0.9733841399
Ankara Airport,0.4398326061
Tarbes - Lourdes,0.07993061686
Hohhot Baita,0.01528215272
Bogota,0.2134989269
Cayenne,1.979790974
Szczecin,0.2434955837
Santorini,0.4936934051
Basel,0.3654691801
Taipei - Taoyuan,1.710446326
Cayenne,1.979790974
Gran Canaria,1.107682936
Shenyang Taoxian,0.7488870891
Ankara Airport,0.4398326061
Samsun Airport,0.8108398355
Murcia,0.11763302
Ankara Airport,0.4398326061
Kunming Wujiaba,1.457378636
Bydgoszcz,0.3599229435
Belo Horizonte,1.066083247
Gran Canaria,1.107682936
Ibiza,1.700935424
Salvador,0.743050338
Murcia,0.11763302
Chattrapati Shivaji,0.9327713891
Urumchi Diwobao,0.1164704647
Doha,0.4350533797
Tunis,1.458474688
Bujumbura,2.442853966
Hohhot Baita,0.01528215272
Faro Airport,1.488767933
Wuxi Shuofang,0.4577404597
Ibiza,1.700935424
Shenyang Taoxian,0.7488870891
Hohhot Baita,0.01528215272
Shenyang Taoxian,0.7488870891
Belo Horizonte,1.066083247
Santorini,0.4936934051
Samsun Airport,0.8108398355
Katowice,0.2069423417
Phnom Penh,1.530130782
Samsun Airport,0.8108398355
Ankara Airport,0.4398326061
Salvador,0.743050338
Kazan,10
Dalaman Airport,1.052994051
Dalaman Airport,1.052994051
Olsztyn,0.2772977513
Cape Town,1.735535428
Ohrid,0.2897395862
Melbourne,1.228139226
Chubu,1.24103079
Kayseri Airport,0.9349691976
Kayseri Airport,0.9349691976
Reus,1.717180383
Dalaman Airport,1.052994051
Dalaman Airport,1.052994051
Olsztyn,0.2772977513
Tenerife,0.0004411610742
Praia,1.2410168
Antalya Gazipasa Airport,1.439675576
Manas,0.02822289202
Shandong,10
Chubu,1.24103079
Ulaanbaatar,0.0888879898
Sihanoukville,0.6345567052
Chubu,1.24103079
Dalaman Airport,1.052994051
Tirana,0.1402701332
Jeddah,0.2054367573
Cape Town,1.735535428
Dalaman Airport,1.052994051
Alexandoupolis,0.1390161495
Bourgas,0.2152301119
Kayseri Airport,0.9349691976
Cochin,0.4661115136
Kutahya Airport,0.4090864169
Jeju,2.056074114
Kutahya Airport,0.4090864169
Manas,0.02822289202
Dalaman Airport,1.052994051
Bangalore,0.8531891528
Kayseri Airport,0.9349691976
Antalya Gazipasa Airport,1.439675576
Ekaterinburg,0.2110681531
Melbourne,1.228139226
Reus,1.717180383
Krasnoyarsk,0.006658729922
Jeddah,0.2054367573
Managua,0.1579204092
Ekaterinburg,0.2110681531
Olsztyn,0.2772977513
Ulaanbaatar,0.0888879898
Praia,1.2410168
Bangalore,0.8531891528
Monterrey,0.08174120963
Bangalore,0.8531891528
Jeju,2.056074114
Ulaanbaatar,0.0888879898
Mexico City,0.2385272933
Jeddah,0.2054367573
Kayseri Airport,0.9349691976
Managua,0.1579204092
Indira Gandhi,0.5184211554
Tirana,0.1402701332
Tirana,0.1402701332
Cheongju,1.686358375
Dalaman Airport,1.052994051
Johannesburg,2.228560047
Monterrey,0.08174120963
Taiyuan Wusu,0.5227483975
Mazatlan,1.266465773
Medina,0.4718848719
Shandong,10
Tirana,0.1402701332
Ulaanbaatar,0.0888879898
Fuerteventura,1.157851709
Kutahya Airport,0.4090864169
Indira Gandhi,0.5184211554
Manas,0.02822289202
Medina,0.4718848719
Cheongju,1.686358375
Trabzon Airport,0.7186730628
Cochin,0.4661115136
Mazatlan,1.266465773
Indira Gandhi,0.5184211554
Chubu,1.24103079
Almeria,2.414848455
Shandong,10
Jeju,2.056074114
Eskisehir Airport,0.442474796
Antalya Gazipasa Airport,1.439675576
Medina,0.4718848719
Monterrey,0.08174120963
Antalya Gazipasa Airport,1.439675576
Mazatlan,1.266465773
Tirana,0.1402701332
Jeju,2.056074114
Manas,0.02822289202
Bangalore,0.8531891528
Antalya Gazipasa Airport,1.439675576
Dalaman Airport,1.052994051
Kayseri Airport,0.9349691976
Dalaman Airport,1.052994051
Kralendijk (Bonaire),0.8950898883
Tenerife,0.0004411610742
Chengdu Tianfu,0.5336581126
Alexandoupolis,0.1390161495
Ohrid,0.2897395862
Chengdu Tianfu,0.5336581126
Mexico City,0.2385272933
Glasgow Prestwick,1.07175786
Jeddah,0.2054367573
Rzeszow,0.2355695756
Melbourne,1.228139226
Bordeaux,1.539439394
Shenzhen Bao'an,10
Medina,0.4718848719
Shenzhen Bao'an,10
Krasnoyarsk,0.006658729922
Chubu,1.24103079
Chubu,1.24103079
Bangalore,0.8531891528
Kayseri Airport,0.9349691976
Kutahya Airport,0.4090864169
Dalaman Airport,1.052994051
Hiroshima,1.299474856
Manas,0.02822289202
Basseterre (Saint Kitts),1.084827665
Zakynthos,0.7568002526
Yinchuan Hedong,0.6017644879
Santiago Cibao,0.0001076732603
Karipur,10
Birmingham,1.136442734
Queretaro,0.0006854309267
Danang,0.7036280857
Thessaloniki,0.3334414667
Daegu,2.203981975
Thessaloniki,0.3334414667
Thessaloniki,0.3334414667
Grenoble,0.2440082261
Nice,1.088374707
Corfu,0.6145977681
Montego Bay,1.301444671
Lublin,0.2895384295
Nuernberg,0.5119997636
Bariloche,0.3533976658
Buenos Aires Aeroparque,0.04721051746
Daegu,2.203981975
Ostrava,0.06930058933
Douala,2.83017466
Oita,0.8375748374
Hanoi,0.5826547729
Naples,0.8722658137
Hyderabad,0.754349557
Addis Ababa,2.65541043
Addis Ababa,2.65541043
Birmingham,1.136442734
Guadalajara,0.02622714002
Natal,0.3488454797
Hanoi,0.5826547729
Daegu,2.203981975
Ciampino Airport,0.431446665
Daegu,2.203981975
Ostrava,0.06930058933
Guadalajara,0.02622714002
Birmingham,1.136442734
Aswan,1.480854199
Nuernberg,0.5119997636
Guadalajara,0.02622714002
Singapore - Changi,0.4352900588
Daegu,2.203981975
Palma De Mallorca,1.663833814
Samos,0.7918956688
Montego Bay,1.301444671
Grenoble,0.2440082261
Zhengzhou Xinzheng,1.028610335
Addis Ababa,2.65541043
San Salvador Comalapa,0.008928608837
Aswan,1.480854199
Birmingham,1.136442734
Batumi,0.1160913325
Dubai,1.515168748
Addis Ababa,2.65541043
Birmingham,1.136442734
Thessaloniki,0.3334414667
Montego Bay,1.301444671
Addis Ababa,2.65541043
Erbil International Airport,0.5999540975
Sanya Fenghuang,0.1190303431
Min Vody,0.2708618435
Batumi,0.1160913325
Zhengzhou Xinzheng,1.028610335
Yinchuan Hedong,0.6017644879
Sanya Fenghuang,0.1190303431
Yinchuan Hedong,0.6017644879
Daegu,2.203981975
Yinchuan Hedong,0.6017644879
Lublin,0.2895384295
Addis Ababa,2.65541043
Guadalajara,0.02622714002
Hyderabad,0.754349557
Lviv,10
Addis Ababa,2.65541043
Natal,0.3488454797
Daegu,2.203981975
Thessaloniki,0.3334414667
Birmingham,1.136442734
Erbil International Airport,0.5999540975
Lusaka,0.05066281046
Perth,1.405656514
Dubai,1.515168748
Corfu,0.6145977681
Min Vody,0.2708618435
Yinchuan Hedong,0.6017644879
Zhengzhou Xinzheng,1.028610335
Zhengzhou Xinzheng,1.028610335
Zakynthos,0.7568002526
Zakynthos,0.7568002526
Lviv,10
Samos,0.7918956688
Trichy,10
Hyderabad,0.754349557
Yinchuan Hedong,0.6017644879
Zhengzhou Xinzheng,1.028610335
Santiago Cibao,0.0001076732603
San Salvador Comalapa,0.008928608837
Guadalajara,0.02622714002
Sanya Fenghuang,0.1190303431
Juba,10
Daegu,2.203981975
Banja Luka,0.3910417811
Colombo,0.3735330654
Athens,0.2819030416
Lagos,1.364919522
Yantai Penglai,0.6511585868
Oranjestad,0.6674931594
Sao Paulo - Guarulhos,1.210241006
Ouarzazate,0.2779803891
Changchun Longjia,0.6585359199
Sao Paulo - Guarulhos,1.210241006
Yantai Penglai,0.6511585868
Lagos,1.364919522
Ouarzazate,0.2779803891
Durban,1.931155393
Salalah,0.5032859978
Antalya Airport,0.6962273972
Rio de Janeiro,1.195630312
Antalya Airport,0.6962273972
Busan - Kimhae,1.879322242
Marka,0.2644392043
Adana Airport,0.2731946343
Ouarzazate,0.2779803891
Rio de Janeiro,1.195630312
Athens,0.2819030416
Lagos,1.364919522
Espargos,1.170750371
Abu Dhabi,1.186127815
Lyon Saint Exupery,1.26831374
Antalya Airport,0.6962273972
Fuzhou Changle,0.620343248
Los Cabos,0.6236109757
Antalya Airport,0.6962273972
Oranjestad,0.6674931594
Rio de Janeiro,1.195630312
Porto Alegre,0.5910200812
Puerto Plata,1.31408281
Liverpool,0.9204917942
Alicante,1.548582844
Rio de Janeiro,1.195630312
Liverpool,0.9204917942
Quito,1.012172393
Essaouira,0.2647015076
Espargos,1.170750371
Rio de Janeiro,1.195630312
Marka,0.2644392043
Antalya Airport,0.6962273972
Monastir,0.8121312867
Essaouira,0.2647015076
La Palma,1.33755521
Antalya Airport,0.6962273972
Kos,0.8582194649
Durban,1.931155393
Siem Reap,10
Rio de Janeiro,1.195630312
Skopje,0.5430750475
Yantai Penglai,0.6511585868
Oranjestad,0.6674931594
Essaouira,0.2647015076
Billund,0.8099741593
Ouarzazate,0.2779803891
Yangyang,0.5155347423
Sao Paulo - Guarulhos,1.210241006
Alicante,1.548582844
Rio de Janeiro,1.195630312
Belize City,0.8996173318
Antalya Airport,0.6962273972
Adana Airport,0.2731946343
Fuzhou Changle,0.620343248
Zanzibar,1.072681919
Porto Alegre,0.5910200812
Lyon Saint Exupery,1.26831374
Adana Airport,0.2731946343
Antalya Airport,0.6962273972
Santa Cruz Viru Viru,10
Durban,1.931155393
Durban,1.931155393
Rio de Janeiro,1.195630312
Salalah,0.5032859978
Stuttgart,0.8278721562
Makhachkala,0.5952911943
Colombo,0.3735330654
Oranjestad,0.6674931594
Siem Reap,10
Abu Dhabi,1.186127815
Muan,0.7808503776
Rome Fiumicino,0.9165775278
Essaouira,0.2647015076
Beauvais,1.546738664
Antalya Airport,0.6962273972
Athens,0.2819030416
Antalya Airport,0.6962273972
Antalya Airport,0.6962273972
Rio de Janeiro,1.195630312
Adana Airport,0.2731946343
Rio de Janeiro,1.195630312
Siem Reap,10
Abu Dhabi,1.186127815
Porto Alegre,0.5910200812
Colombo,0.3735330654
Amritsar,10
Duesseldorf,0.9614019588
Salalah,0.5032859978
Krasnodar,10
Antalya Airport,0.6962273972
Puerto Plata,1.31408281
Manchester,1.132297597
Duesseldorf,0.9614019588
Monastir,0.8121312867
Rio de Janeiro,1.195630312
Yangyang,0.5155347423
Muan,0.7808503776
Belgrade,0.04111222849
Monastir,0.8121312867
London Gatwick,0.9496475533
Belize City,0.8996173318
Essaouira,0.2647015076
Siem Reap,10
Abu Dhabi,1.186127815
Monastir,0.8121312867
London Heathrow,0.9933669697
Ouarzazate,0.2779803891
Los Cabos,0.6236109757
Changchun Longjia,0.6585359199
Puerto Plata,1.31408281
Quito,1.012172393
Abu Dhabi,1.186127815
Glasgow,1.205602929
Glasgow,1.205602929
Hannover,1.218335635
Florence,1.091507866
Dar Es Salaam,3.092885547
Ras El Khaymah,0.05089244877
Marrakech,2.475260288
Florence,1.091507866
Rabat,3.207918598
Netaji Subhash Chandra Bose Int. Airport,10
Qingdao Liuting,0.6362868059
Oujda,2.9123408
Bodrum Airport,0.6006246083
Oujda,2.9123408
Kilimanjaro,3.334396513
Bodrum Airport,0.6006246083
Brasilia,1.290048627
Cordoba,0.4659556941
Glasgow,1.205602929
Recife,0.7364236727
Brasilia,1.290048627
Treviso,0.315526836
Cordoba,0.4659556941
Leeds Bradford,1.062982148
Dalian Zhoushuizi,0.523553733
Antigua,1.276103458
La Romana,0.4366087021
Netaji Subhash Chandra Bose Int. Airport,10
Hannover,1.218335635
Rabat,3.207918598
Almaty,0.009602303078
Oujda,2.9123408
Puerto Vallarta,1.169519741
Bodrum Airport,0.6006246083
Bremen,1.68904769
Rabat,3.207918598
Bodrum Airport,0.6006246083
Nador,2.912244563
Asturias,1.716507795
Marrakech,2.475260288
Oujda,2.9123408
Enfidha,0.755713278
Qingdao Liuting,0.6362868059
Marrakech,2.475260288
Bodrum Airport,0.6006246083
Cordoba,0.4659556941
Bodrum Airport,0.6006246083
La Romana,0.4366087021
Enfidha,0.755713278
Recife,0.7364236727
Acapulco,10
Aktio,0.1849286153
Vienna,0.7438231123
Aktio,0.1849286153
Asturias,1.716507795
Cozumel,0.6909656606
Niamey,3.424224714
Bodrum Airport,0.6006246083
Kinshasa,0.06951241337
Bodrum Airport,0.6006246083
Bodrum Airport,0.6006246083
Aktio,0.1849286153
Nador,2.912244563
Zia,1.64188008
Togo,2.558476274
Dar Es Salaam,3.092885547
Puerto Vallarta,1.169519741
Rabat,3.207918598
Santiago De Compostela,1.605561781
Bodrum Airport,0.6006246083
Marrakech,2.475260288
Kota Kinabalu,1.319175995
Acapulco,10
Oslo,1.356286487
Hannover,1.218335635
Dalian Zhoushuizi,0.523553733
Zia,1.64188008
Bremen,1.68904769
Oujda,2.9123408
Qingdao Liuting,0.6362868059
Dalian Zhoushuizi,0.523553733
Bodrum Airport,0.6006246083
Glasgow,1.205602929
Fortaleza,0.8384476308
Nador,2.912244563
Voronezh,10
Dalian Zhoushuizi,0.523553733
Suleymania Airport,0.6484269819
Puerto Vallarta,1.169519741
Venice,0.9403294603
Oslo,1.356286487
Dalian Zhoushuizi,0.523553733
Oslo,1.356286487
Dalian Zhoushuizi,0.523553733
Brasilia,1.290048627
Antigua,1.276103458
La Romana,0.4366087021
Enfidha,0.755713278
Shanghai Hongqiao,0.8467271933
Togo,2.558476274
Enfidha,0.755713278
Acapulco,10
Nouakchott,3.279350787
Acapulco,10
Elblag,0.00187086801
Kota Kinabalu,1.319175995
Asturias,1.716507795
Brasilia,1.290048627
Rabat,3.207918598
Rabat,3.207918598
Amman,0.6092662004
Punta Cana - Higuey,1.112599668
Ho Chi Minh,0.6233491385
Gerona,1.838531966
RIYADH,0.8485624614
Agadir,2.579923639
Fukuoka,1.057981884
Toulouse,1.369462661
Toulouse,1.369462661
Punta Cana - Higuey,1.112599668
Chongqing Jiangbei,0.7944693206
Luxor,1.492378125
RIYADH,0.8485624614
Chongqing Jiangbei,0.7944693206
Shanghai Pudong,1.236669917
Luxor,1.492378125
Agadir,2.579923639
Izmir Airport,0.697886658
Sharm El Sheikh,0.8294087293
Tokyo - Narita,1.444837879
Agadir,2.579923639
Sharm El Sheikh,0.8294087293
Tangier,3.105891819
Berlin Brandenburg,0.9748644432
Pointe-a-Pitre,2.136405462
Chania,0.4397857818
Chongqing Jiangbei,0.7944693206
London City,1.757892944
DAMMAM,1.084739211
Agadir,2.579923639
Rhodes,0.5943464729
Chongqing Jiangbei,0.7944693206
Amman,0.6092662004
Bergen,1.532450171
Lima,1.41840426
Paramaribo,1.898725756
Amsterdam - Schiphol,0.3773708503
Agadir,2.579923639
Izmir Airport,0.697886658
Guangzhou Baiyun,1.211533169
Prague,0.8070077302
Amman,0.6092662004
Tokyo - Narita,1.444837879
Rhodes,0.5943464729
Amman,0.6092662004
Chisinau,10
Bergen,1.532450171
Guangzhou Baiyun,1.211533169
Ixtapa Zihuatanejo,1.588907381
Lima,1.41840426
Milan - Linate,1.012072155
PRISTINA,0.2869327976
Miyazaki,0.841767885
Amman,0.6092662004
Amman,0.6092662004
Amman,0.6092662004
Punta Cana - Higuey,1.112599668
Berlin Brandenburg,0.9748644432
Shanghai Pudong,1.236669917
Tangier,3.105891819
Strasbourg,1.33174758
Valencia,1.084426251
Rhodes,0.5943464729
Sharjah,1.13082758
Amman,0.6092662004
Tokyo - Narita,1.444837879
Sharm El Sheikh,0.8294087293
Lima,1.41840426
Sydney,1.148734726
Punta Cana - Higuey,1.112599668
Agadir,2.579923639
Shannon,0.03367161059
Chisinau,10
Samana El Catey,0.4964626818
Tangier,3.105891819
Valencia,1.084426251
Vientiane,2.702982585
Rostov Don,10
Tangier,3.105891819
Hangzhou Xiaoshan,0.6991381356
Chania,0.4397857818
Fukuoka,1.057981884
Port-au-Prince (Haiti),1.499607794
Paramaribo,1.898725756
Ibaraki,2.225192091
Minsk,0.6267039784
Gerona,1.838531966
Kutaisi,0.5155434203
Bergen,1.532450171
Jieyang Chaoshan,10
Hurgada,1.173536848
Berlin Brandenburg,0.9748644432
Mahon Airport,1.997327081
Al Hoceima,0.2935290134
Sharjah,1.13082758
Fukuoka,1.057981884
Shanghai Pudong,1.236669917
Incheon,2.136616582
Agadir,2.579923639
Hurgada,1.173536848
Tangier,3.105891819
Dresden,0.6644510097
Ixtapa Zihuatanejo,1.588907381
Lima,1.41840426
Florianopolis,0.8043012565
DAMMAM,1.084739211
Rostov Don,10
Rostov Don,10
Fukuoka,1.057981884
Guangzhou Baiyun,1.211533169
Fukuoka,1.057981884
Izmir Airport,0.697886658
Ixtapa Zihuatanejo,1.588907381
Agadir,2.579923639
Luxor,1.492378125
Al Hoceima,0.2935290134
Berlin Brandenburg,0.9748644432
Taichung,1.465973917
Luxor,1.492378125
Paramaribo,1.898725756
Fukuoka,1.057981884
Agadir,2.579923639
Vientiane,2.702982585
Agadir,2.579923639
Chania,0.4397857818
Toulouse,1.369462661
Sandefjord-Torp,0.6784258751
Lima,1.41840426
Agadir,2.579923639
Izmir Airport,0.697886658
Ixtapa Zihuatanejo,1.588907381
Tangier,3.105891819
Amman,0.6092662004
Tokyo - Narita,1.444837879
Hurgada,1.173536848
Samana El Catey,0.4964626818
Lisbon,1.161777597
Izmir Airport,0.697886658
Florianopolis,0.8043012565
Strasbourg,1.33174758
Sharm El Sheikh,0.8294087293
Sharjah,1.13082758
Sharjah,1.13082758
Samana El Catey,0.4964626818
Bristol,1.210514371
Palermo,1.099002944
Mahon Airport,1.997327081
Palermo,1.099002944
Ixtapa Zihuatanejo,1.588907381
Punta Cana - Higuey,1.112599668
Valencia,1.084426251
Faroe Islands,0.4205833348
DAMMAM,1.084739211
Beijing,1.19159405
Sharjah,1.13082758
DAMMAM,1.084739211
Izmir Airport,0.697886658
Punta Cana - Higuey,1.112599668
Izmir Airport,0.697886658
Guangzhou Baiyun,1.211533169
Aarhus,0.2873472875
Agadir,2.579923639
Agadir,2.579923639
Port-au-Prince (Haiti),1.499607794
Jinan Xiaoqiang,0.5518407191
Samara,0.2272419343
Shanghai Pudong,1.236669917
Toulouse,1.369462661
Dresden,0.6644510097
Berlin Brandenburg,0.9748644432
Muscat,0.8432645638
Tbilisi,0.4380213266
Casablanca,3.209642487
Istanbul Asia Airport,0.465385837
Geneva,0.9340392268
Yerevan,0.1109906648
Marseille,1.446182507
Male,1.414723419
Jomo Kenyatta,2.013940841
Munich,1.068368833
St. Petersburg Pulkovo,0.213932548
Diyarbakir Airport,0.5579624734
Wenzhou Longwan,0.3735633526
Jomo Kenyatta,2.013940841
Leopold Sedar Senghar,1.83080953
Alexandria,0.5658426418
Sfax,1.585748008
Beirut - Rafik Hariri,0.02422859045
Casablanca,3.209642487
Beirut - Rafik Hariri,0.02422859045
Casablanca,3.209642487
Vilnius,0.3596393043
Marseille,1.446182507
Nantes,1.506162503
Jerba,1.566804571
Diyarbakir Airport,0.5579624734
Alexandria,0.5658426418
Munich,1.068368833
Santiago Arturo Merino Benitez,1.657401962
Leopold Sedar Senghar,1.83080953
Kuwait,0.6916591686
St. Petersburg Pulkovo,0.213932548
Alexandria,0.5658426418
Alexandria,0.5658426418
Casablanca,3.209642487
Alexandria,0.5658426418
Osaka - Kansai,1.458331366
Munich,1.068368833
Tbilisi,0.4380213266
Jerez De La Frontera,1.575061867
London Southend Airport,1.388366017
Leopold Sedar Senghar,1.83080953
Jomo Kenyatta,2.013940841
Ngurah Rai,0.6137193109
Osaka - Kansai,1.458331366
Leopold Sedar Senghar,1.83080953
Jerba,1.566804571
Tbilisi,0.4380213266
Alexandria,0.5658426418
St. Petersburg Pulkovo,0.213932548
Hamburg,0.887846306
London Southend Airport,1.388366017
Yerevan,0.1109906648
Nantes,1.506162503
Novosibirsk,0.1141114227
Tbilisi,0.4380213266
Tozeur,0.2844084679
Casablanca,3.209642487
Phu Quok,1.096029627
Hamburg,0.887846306
Diyarbakir Airport,0.5579624734
Vaxjo,0.3111719188
Yerevan,0.1109906648
Yerevan,0.1109906648
Ngurah Rai,0.6137193109
Diyarbakir Airport,0.5579624734
Geneva,0.9340392268
Xian Xianyang,0.4169172134
Wenzhou Longwan,0.3735633526
Beirut - Rafik Hariri,0.02422859045
Panama Tocumen,0.2242483461
Port Louis,2.371002678
Diyarbakir Airport,0.5579624734
Diyarbakir Airport,0.5579624734
Umea,0.2582257974
Ngurah Rai,0.6137193109
Phu Quok,1.096029627
Muscat,0.8432645638
Zurich,1.023178652
Xian Xianyang,0.4169172134
Istanbul Airport,0.4784132085
Jomo Kenyatta,2.013940841
Pula,10
Santiago Arturo Merino Benitez,1.657401962
Istanbul Asia Airport,0.465385837
Jomo Kenyatta,2.013940841
Humberside,0.2400820033
Cairo,1.607954377
Istanbul Airport,0.4784132085
Cairo,1.607954377
Jomo Kenyatta,2.013940841
Istanbul Asia Airport,0.465385837
Malaga,1.763160646
Yerevan,0.1109906648
Leopold Sedar Senghar,1.83080953
Rabil,1.178236195
Istanbul Airport,0.4784132085
Tozeur,0.2844084679
Istanbul Airport,0.4784132085
Jomo Kenyatta,2.013940841
Muscat,0.8432645638
Yancheng Nanyang,0.3552576728
Beirut - Rafik Hariri,0.02422859045
Rosario,0.3607408295
Leopold Sedar Senghar,1.83080953
Diyarbakir Airport,0.5579624734
Harbin Taiping,0.5968041076
Geneva,0.9340392268
Osaka - Kansai,1.458331366
Yancheng Nanyang,0.3552576728
Moi,10
Istanbul Asia Airport,0.465385837
Alexandria,0.5658426418
Casablanca,3.209642487
Tozeur,0.2844084679
London Southend Airport,1.388366017
London Southend Airport,1.388366017
Osaka - Kansai,1.458331366
Tegucigalpa,10
Rabil,1.178236195
Diyarbakir Airport,0.5579624734
St. Maarten Princess Juliana,1.423154403
Nantes,1.506162503
Jomo Kenyatta,2.013940841
Beirut - Rafik Hariri,0.02422859045
Jomo Kenyatta,2.013940841
Jerba,1.566804571
Harbin Taiping,0.5968041076
Dortmund,0.5009364409
Harbin Taiping,0.5968041076
Yancheng Nanyang,0.3552576728
Moscow - Domodedovo,0.6738240677
Sochi,0.1409291394
Manama,0.8867238588
Gaziantep Airport,0.4599756867
Exeter,1.045377606
St. George's Point Saline,1.379249372
St. George's Point Saline,1.379249372
London Luton,0.2610016897
Bergamo,0.4700303048
Fes,2.868788225
Denizli Cardak Airport,0.169333494
Viracopos,0.9376590309
Southampton,1.512905009
Hong Kong,0.6476165631
Gdansk,0.3086137464
Santo Domingo Las Americas,0.02266365801
Heraklion Airport,0.6826565963
Cancun,1.037689687
Santo Domingo Las Americas,0.02266365801
Denizli Cardak Airport,0.169333494
Cancun,1.037689687
Moscow - Domodedovo,0.6738240677
Xiamen Gaoqi,0.8525528574
Exeter,1.045377606
Gaziantep Airport,0.4599756867
Gaziantep Airport,0.4599756867
Sochi,0.1409291394
St. George's Point Saline,1.379249372
Marsa Aalam,0.5818966586
St. George's Point Saline,1.379249372
Gaziantep Airport,0.4599756867
Manama,0.8867238588
Aalborg,0.9319284137
Manama,0.8867238588
Santo Domingo Las Americas,0.02266365801
Viracopos,0.9376590309
St. George's Point Saline,1.379249372
Changzhou Benniu,10
Aalborg,0.9319284137
Exeter,1.045377606
Manama,0.8867238588
