DF_Market,Location,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp_Total,SoM_Comp
China,Xian Xianyang,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Morocco,Fes,Regular,Full Flavor,SSL,KS,1,22,4.545455000000
Saudi Arabia,Jeddah,Regular,Full Flavor,STD,KS,4,14,63.333333400000
Bahrain,Manama,Regular,Full Flavor,SSL,100,2,22,23.030303000000
Jamaica,Montego Bay,Regular,Lights,STD,100,1,17,5.882353000000
Morocco,Tangier,Regular,Full Flavor,SSL,100,2,27,10.547504000000
Italy,Pisa,Regular,Full Flavor,STD,KS,2,4,83.333333333333
Spain,Sevilla,Regular,Ultralights,STD,KS,1,9,11.111111000000
Spain,Granada,Regular,Lights,STD,KS,1,2,50.000000000000
China,Yancheng Nanyang,Regular,Full Flavor,STD,100,1,12,8.333333000000
China,Chongqing Jiangbei,Regular,Full Flavor,STD,100,1,20,5.000000000000
Spain,Asturias,Regular,Full Flavor,STD,KS,3,4,75.000000000000
Bulgaria,Sofia,Regular,Full Flavor,SSL,KS,1,2,50.000000000000
China,Shanghai Pudong,Regular,Full Flavor,SSL,100,2,10,26.666666500000
Ethiopia,Addis Ababa,Regular,Full Flavor,SSL,KS,1,23,4.347826000000
Greece,Kavala,Regular,Lights,STD,KS,1,8,13.392857000000
Great Britain,Bristol,Regular,Full Flavor,STD,KS,3,13,57.420357333333
Cape Verde,Praia,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
France DP,Strasbourg,Regular,Lights,STD,KS,1,3,33.333333000000
Macedonia,Ohrid,Regular,Full Flavor,STD,100,1,11,9.090909000000
China,Wuhan Tianhe,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Greece,Thessaloniki,Regular,Full Flavor,STD,100,1,10,10.000000000000
Great Britain,London City,Regular,Ultralights,STD,KS,1,2,50.000000000000
Great Britain,Aberdeen,Regular,Lights,STD,KS,2,10,20.555555500000
Greece,Rhodes,NTD Caps,Full Flavor,STD,KS,1,12,8.333333000000
Canary Islands,Fuerteventura,Menthol,Full Flavor,STD,KS,1,16,6.458333500000
Sri Lanka,Colombo,Regular,Lights,STD,KS,1,13,16.783216500000
Great Britain,East Midlands,Regular,Lights,STD,KS,2,11,19.545454500000
Portugal,Lisbon,Regular,Full Flavor,STD,100,1,5,20.000000000000
Japan,Osaka - Kansai,Regular,Full Flavor,STD,KS,4,60,51.690705000000
Greece,Athens,Regular,Full Flavor,STD,KS,4,13,68.065268000000
Morocco,Nador,Regular,Lights,STD,100,1,13,7.692308000000
France DP,Nantes,Regular,Full Flavor,SSL,100,1,6,33.333333000000
Germany,Frankfurt,Regular,Lights,STD,KS,2,12,26.388889000000
Germany,Cologne,Regular,Full Flavor,STD,KS,3,8,83.611111000000
Spain DP,Palma De Mallorca,Regular,Full Flavor,SSL,100,1,9,31.111111000000
China,Hefei Xinqiao,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Laos,Vientiane,Regular,Full Flavor,STD,KS,4,4,100.000000000000
China,Yanji Zhaoyangchuan,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Italy,Treviso,Regular,Full Flavor,SSL,100,1,1,100.000000000000
Lithuania,Vilnius,Regular,Lights,STD,100,1,5,20.000000000000
Greece,Karpathos,Regular,Lights,STD,KS,1,3,66.666667000000
Brazil,Recife,Regular,Full Flavor,STD,KS,2,13,55.104895333333
China,Wenzhou Longwan,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Turkey,Ankara Airport,Regular,Lights,STD,KS,2,37,17.439868000000
Ethiopia,Addis Ababa,Regular,Full Flavor,STD,KS,5,25,70.434782600000
China,Qingdao Liuting,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Chile,Santiago Arturo Merino Benitez,Regular,Full Flavor,STD,KS,2,12,78.703703666667
Japan,Tokyo - Narita,Menthol Caps,Full Flavor,STD,100,1,60,1.666667000000
Nigeria,Lagos,Regular,Full Flavor,SLI,100,1,14,7.142857000000
Belgium,Brussels,Regular,Full Flavor,STD,KS,2,6,72.222222333333
Ireland,Dublin,Regular,Lights,STD,KS,2,5,46.666666500000
Brazil,Viracopos,Menthol,Full Flavor,STD,KS,1,17,11.764706000000
Spain,Gerona,Regular,Lights,STD,100,1,17,5.882353000000
China,Yinchuan Hedong,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Bulgaria,Bourgas,Regular,Lights,STD,KS,2,9,42.603174600000
Morocco,Casablanca,Menthol,Full Flavor,STD,KS,2,29,5.958462666667
China,Jinan Xiaoqiang,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Japan,Chubu,Regular,Full Flavor,SSL,100,2,26,25.769231000000
China,Guangzhou Baiyun,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Brazil,Viracopos,Regular,Full Flavor,STD,KS,4,17,68.039215750000
Mexico,Guadalajara,Menthol,Full Flavor,STD,100,1,8,12.500000000000
France,Toulouse,Regular,Full Flavor,SLI,100,1,10,10.000000000000
Morocco,Al Hoceima,Menthol Caps,Full Flavor,STD,KS,1,14,7.142857000000
Bulgaria,Bourgas,Regular,Full Flavor,STD,KS,2,9,50.370370333333
Ghana,Accra,NTD Caps,Full Flavor,STD,KS,1,10,20.000000000000
United Arab Emirates,Abu Dhabi,Regular,Full Flavor,SSL,100,1,17,13.574660500000
South Korea,Jeju,Menthol,Full Flavor,STD,KS,2,56,9.983766000000
Nigeria,Abuja,Menthol,Full Flavor,SSL,100,1,11,9.090909000000
Greece,Rhodes,Regular,Full Flavor,STD,100,1,10,10.000000000000
Greece,Santorini,Regular,Full Flavor,STD,100,1,10,10.000000000000
South Korea,Incheon,Regular,Full Flavor,SSL,100,2,56,14.560439500000
South Korea,Busan - Kimhae,Regular,Lights,SSL,100,1,56,1.785714000000
Tunisia,Monastir,NTD Caps,Full Flavor,STD,KS,2,27,20.857700000000
Spain,Palma De Mallorca,Regular,Lights,STD,100,1,18,5.555556000000
Colombia,Cali,Menthol,Full Flavor,STD,KS,1,10,20.000000000000
Italy,Ciampino Airport,Regular,Lights,STD,KS,2,7,30.952381000000
Greece,Alexandoupolis,Regular,Lights,STD,KS,2,10,14.166666666667
Mexico,Puerto Vallarta,Regular,Full Flavor,STD,KS,2,16,58.566433666667
China,Shenyang Taoxian,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Spain DP,Malaga,Regular,Full Flavor,SSL,100,1,9,31.111111000000
Spain DP,Gerona,Regular,Full Flavor,SSL,100,1,9,61.111111000000
France,Lyon Saint Exupery,Regular,Lights,STD,100,1,11,10.795454500000
China,Hangzhou Xiaoshan,Regular,Lights,STD,KS,1,20,10.000000000000
Spain DP,Palma De Mallorca,Regular,Lights,STD,KS,2,18,22.847222250000
South Korea,Yangyang,Menthol,Full Flavor,SSL,100,1,30,3.333333000000
Turkey,Adana Airport,Regular,Full Flavor,STD,100,1,17,5.882353000000
China,Shanghai Pudong,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Egypt,Cairo,Menthol,Full Flavor,SSL,100,1,12,8.333333000000
Russia,St. Petersburg Pulkovo,Regular,Lights,STD,KS,1,12,25.000000000000
Tanzania,Kilimanjaro,Regular,Ultralights,STD,KS,1,13,7.692308000000
Kuwait,Kuwait,Regular,Lights,STD,KS,2,22,16.046176000000
Morocco,Al Hoceima,Regular,Full Flavor,STD,100,1,14,7.142857000000
Poland,Gdansk,Regular,Full Flavor,SSL,100,1,9,11.111111000000
Taiwan,Taichung,Menthol Caps,Full Flavor,STD,KS,1,8,12.500000000000
Spain DP,Barcelona,Regular,Lights,STD,100,1,19,5.263158000000
Italy,Pisa,Regular,Lights,STD,KS,1,4,50.000000000000
Tunisia,Jerba,Regular,Lights,STD,KS,2,34,7.254902000000
France,Lille,Regular,Lights,STD,KS,1,5,40.000000000000
Austria,Graz,Regular,Full Flavor,SSL,100,1,2,50.000000000000
France,Lille,Regular,Full Flavor,SSL,100,1,2,50.000000000000
South Africa,Johannesburg,Regular,Full Flavor,STD,KS,3,8,89.583333250000
Turkey,Gaziantep Airport,Regular,Full Flavor,SSL,100,2,31,19.647375000000
China,Fuzhou Changle,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Japan,Osaka - Kansai,Menthol,Full Flavor,STD,KS,2,60,8.333333500000
Morocco,Oujda,NTD Caps,Full Flavor,SSL,100,1,21,4.761905000000
South Korea,Muan,Menthol Caps,Full Flavor,SSL,100,1,43,2.325581000000
Ethiopia,Addis Ababa,Menthol Caps,Full Flavor,STD,KS,1,23,4.347826000000
China,Harbin Taiping,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Saudi Arabia,RIYADH,Regular,Full Flavor,STD,KS,4,16,63.333333400000
United Arab Emirates,Abu Dhabi,Regular,Lights,STD,100,1,18,5.555556000000
Belgium,Brussels,NTD Caps,Full Flavor,STD,KS,1,6,16.666667000000
France,Nice,Regular,Full Flavor,SSL,100,1,7,28.571429000000
El Salvador,San Salvador Comalapa,Regular,Full Flavor,STD,KS,2,10,50.000000000000
Dominican Republic,La Romana,NTD Caps,Full Flavor,STD,KS,1,9,15.555555500000
Colombia,Cali,NTD Caps,Full Flavor,STD,KS,2,10,17.142857000000
Turkey,Diyarbakir Airport,NTD Caps,Full Flavor,STD,KS,2,32,10.937500000000
Canary Islands,Fuerteventura,Menthol,Full Flavor,SSL,KS,1,6,16.666667000000
Russia,St. Petersburg Pulkovo,Regular,Full Flavor,STD,100,1,12,25.000000000000
Great Britain,Glasgow Prestwick,Regular,Ultralights,STD,KS,1,2,50.000000000000
Great Britain,Exeter,Menthol,Full Flavor,STD,KS,1,13,8.846154000000
China,Zhengzhou Xinzheng,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Great Britain,London Southend Airport,Regular,Lights,STD,KS,2,10,21.250000000000
South Korea,Jeju,Regular,Lights,SSL,100,1,56,1.785714000000
Turkey,Antalya Gazipasa Airport,Regular,Full Flavor,STD,100,1,14,7.142857000000
Morocco,Casablanca,Menthol,Full Flavor,SSL,100,1,27,14.814815000000
India,Bangalore,NTD Caps,Full Flavor,STD,KS,1,13,28.846154000000
Greece,Corfu,Regular,Full Flavor,STD,100,1,10,10.000000000000
France DP,Strasbourg,Regular,Full Flavor,STD,KS,1,3,33.333333000000
China,Hefei Xinqiao,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Cape Verde,Espargos,Menthol,Full Flavor,SSL,100,1,12,8.333333000000
Morocco,Agadir,Menthol,Full Flavor,SSL,100,1,25,16.000000000000
Turkey,Istanbul Asia Airport,Regular,Full Flavor,SLI,KS,1,1,100.000000000000
Macedonia,Skopje,Regular,Lights,STD,KS,2,8,22.916666500000
Italy,Treviso,Regular,Full Flavor,SLI,100,1,7,14.285714000000
Greece,Corfu,Regular,Full Flavor,SSL,100,2,10,27.222222000000
Ecuador,Guayaquil,Regular,Lights,STD,KS,1,9,11.111111000000
Great Britain,Bristol,Regular,Full Flavor,SSL,100,1,2,100.000000000000
Morocco,Casablanca,Regular,Ultralights,STD,KS,1,27,3.703704000000
France DP,Beauvais,Regular,Lights,STD,KS,1,6,25.000000000000
Japan,Osaka - Kansai,Menthol Caps,Full Flavor,SSL,100,1,30,13.333333000000
Macedonia,Ohrid,Menthol,Full Flavor,SSL,100,1,11,9.090909000000
Grenada,St. George's Point Saline,Regular,Lights,STD,100,1,3,33.333333000000
Great Britain,London City,Regular,Full Flavor,STD,KS,2,10,55.000000000000
Mexico,Ixtapa Zihuatanejo,Regular,Full Flavor,SSL,100,1,12,11.309523500000
Dominican Republic,Punta Cana - Higuey,Regular,Lights,SSL,100,1,13,7.692308000000
Italy,Naples,Regular,Full Flavor,SSL,100,1,3,33.333333000000
Spain,Sevilla,Menthol,Full Flavor,STD,KS,1,16,6.250000000000
Brazil,Belo Horizonte,Regular,Full Flavor,SSL,100,1,16,6.696428500000
United Arab Emirates,Dubai,Regular,Ultralights,STD,KS,1,17,5.882353000000
Turkey,Samsun Airport,Regular,Full Flavor,STD,100,2,27,8.624338666667
South Korea,Yangyang,Menthol,Full Flavor,STD,KS,1,8,12.500000000000
Spain DP,Jerez De La Frontera,Regular,Full Flavor,SSL,100,1,5,20.000000000000
Cape Verde,Rabil,Menthol,Full Flavor,STD,KS,1,6,16.666667000000
Spain DP,Malaga,NTD Caps,Full Flavor,STD,KS,1,16,6.250000000000
China,Changsha Huanghua,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Mexico,Mazatlan,Menthol,Full Flavor,STD,KS,1,7,14.285714000000
Poland,Elblag,Regular,Lights,STD,100,1,6,16.666667000000
Morocco,Tangier,Menthol,Full Flavor,STD,100,1,25,4.000000000000
Taiwan,Taichung,Menthol,Full Flavor,SSL,100,1,8,42.261904666667
Kyrgyzstan,Manas,NTD Caps,Full Flavor,STD,100,1,10,10.000000000000
Spain DP,Santiago De Compostela,Regular,Ultralights,STD,KS,1,7,14.285714000000
China,Wenzhou Longwan,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Great Britain,Jersey,Regular,Lights,STD,KS,1,1,100.000000000000
Turkey,Diyarbakir Airport,Menthol,Full Flavor,SSL,100,1,32,12.215909000000
Morocco,Marrakech,Menthol,Full Flavor,STD,100,1,27,3.703704000000
China,Qingdao Liuting,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Morocco,Rabat,Menthol,Full Flavor,SSL,100,1,23,13.043478000000
Saudi Arabia,Medina,NTD Caps,Full Flavor,STD,100,1,9,11.111111000000
Sri Lanka,Colombo,Menthol,Full Flavor,STD,KS,1,13,13.846154000000
Peru,Lima,Regular,Full Flavor,STD,KS,4,22,71.414141500000
Indonesia,Soekarno Hatta,Regular,Full Flavor,SSL,100,1,5,60.000000000000
Great Britain,Birmingham,Regular,Full Flavor,SSL,100,1,2,100.000000000000
Great Britain,Southampton,Regular,Full Flavor,STD,100,1,10,10.000000000000
Morocco,Essaouira,Menthol Caps,Full Flavor,STD,KS,1,15,6.666667000000
Czech Republic,Prague,Regular,Full Flavor,STD,KS,2,8,75.000000000000
China,Weihai Dashuibo,Regular,Full Flavor,STD,KS,4,18,82.000000000000
South Korea,Jeju,Menthol,Full Flavor,SSL,100,1,56,1.785714000000
Tanzania,Dar Es Salaam,Regular,Full Flavor,SSL,100,2,17,15.882353000000
Canary Islands,La Palma,Regular,Full Flavor,STD,KS,3,16,76.666666666667
Dominican Republic,Samana El Catey,Regular,Lights,STD,KS,1,10,10.000000000000
Japan,Chubu,NTD Caps,Full Flavor,STD,KS,2,62,9.801489000000
Russia,Krasnoyarsk,Regular,Full Flavor,STD,KS,2,13,71.794872000000
Kuwait,Kuwait,Regular,Lights,STD,LONGER THAN KS,1,22,4.545455000000
Bulgaria,Sofia,Regular,Lights,STD,KS,2,10,26.936508000000
Spain DP,Mahon Airport,Regular,Lights,STD,KS,2,16,12.797619000000
Turkey,Antalya Airport,Regular,Full Flavor,STD,KS,4,31,57.426802666667
Mexico,Mazatlan,Menthol,Full Flavor,SSL,100,1,11,11.688311500000
Greece,Alexandoupolis,Regular,Full Flavor,SSL,100,2,10,23.750000000000
Spain DP,Alicante,Regular,Full Flavor,STD,KS,4,19,53.778195500000
Spain,A Coruna,Regular,Full Flavor,STD,KS,2,5,76.666666666667
Japan,Fukuoka,Regular,Full Flavor,STD,KS,2,59,54.111739000000
China,Sanya Fenghuang,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Portugal,Madeira,NTD Caps,Full Flavor,SSL,100,1,2,50.000000000000
China,Hohhot Baita,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Turkey,Bodrum Airport,Regular,Lights,STD,100,1,27,3.774929000000
Switzerland,Geneva,NTD Caps,Full Flavor,SSL,100,1,28,3.571429000000
France,Nantes,Regular,Full Flavor,SSL,100,1,6,33.333333000000
Russia,Moscow - Sheremetyevo,Regular,Lights,STD,100,1,15,6.666667000000
South Korea,Busan - Kimhae,NTD Caps,Full Flavor,STD,KS,3,56,24.208683666667
Indonesia,Ngurah Rai,Regular,Full Flavor,STD,KS,5,24,74.116161500000
Spain DP,Valencia,Regular,Full Flavor,STD,KS,4,19,53.976608250000
Morocco,Marrakech,Menthol,Full Flavor,STD,KS,2,28,6.179623000000
Turkey,Istanbul Asia Airport,Regular,Full Flavor,STD,KS,3,31,55.998231166667
Malaysia,Kuala Lumpur,Menthol,Full Flavor,STD,KS,2,12,13.333333500000
Spain,Valencia,Regular,Lights,STD,KS,3,19,22.280701750000
Saudi Arabia,Jeddah,Regular,Full Flavor,SSL,100,1,14,17.142857000000
Turkey,Istanbul Asia Airport,NTD Caps,Full Flavor,STD,KS,2,31,7.352325000000
France,Beauvais,Regular,Full Flavor,SSL,100,1,3,33.333333000000
Taiwan,Everrich Downtown Kinmen,Menthol,Full Flavor,SSL,100,1,8,42.261904666667
Brazil,Recife,Regular,Lights,STD,KS,1,11,14.545454500000
Great Britain,East Midlands,NTD Caps,Full Flavor,STD,KS,1,11,9.090909000000
France DP,Paris Orly,Menthol,Full Flavor,SSL,100,1,11,9.090909000000
China,Changchun Longjia,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Taiwan,Kaohsiung,Menthol Caps,Full Flavor,STD,KS,1,8,12.500000000000
Dominican Republic,Samana El Catey,NTD Caps,Full Flavor,STD,KS,1,10,20.000000000000
Greece,Corfu,Regular,Full Flavor,STD,KS,3,11,64.242424250000
China,Changchun Longjia,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Saudi Arabia,Medina,Regular,Full Flavor,SSL,KS,1,10,10.000000000000
Turkey,Izmir Airport,Menthol,Full Flavor,SSL,100,1,37,9.684685000000
Macau,Macau,Regular,Full Flavor,SSL,100,1,10,10.000000000000
Turkey,Istanbul Asia Airport,Regular,Lights,STD,KS,2,31,12.548620000000
Morocco,Rabat,NTD Caps,Full Flavor,SSL,100,1,23,4.347826000000
Ecuador,Quito,Regular,Full Flavor,STD,KS,2,12,46.428571500000
Mexico,Cozumel,Regular,Lights,STD,KS,1,11,14.545454500000
Grenada,St. George's Point Saline,Regular,Ultralights,STD,KS,1,11,9.090909000000
Poland,Elblag,Regular,Lights,STD,KS,2,6,66.666666500000
Brazil,Fortaleza,NTD Caps,Full Flavor,STD,KS,2,9,36.111111500000
Morocco,Al Hoceima,NTD Caps,Full Flavor,STD,KS,2,15,10.476190500000
Netherlands,Eindhoven,Regular,Full Flavor,STD,KS,2,4,80.555555666667
Germany,Munich,Regular,Lights,STD,KS,1,7,26.190476000000
United Arab Emirates,Sharjah,Regular,Full Flavor,SSL,100,4,18,49.111111400000
China,Chongqing Jiangbei,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
China,Harbin Taiping,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Great Britain,London Heathrow,Regular,Lights,STD,KS,2,13,24.358974000000
Spain,Murcia,Regular,Full Flavor,STD,KS,2,9,65.079365000000
Morocco,Marrakech,Regular,Lights,STD,KS,1,28,7.414190666667
Spain DP,Vigo,Regular,Full Flavor,SSL,100,1,4,25.000000000000
China,Weihai Dashuibo,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Great Britain,London Luton,Regular,Full Flavor,STD,100,1,9,11.111111000000
Spain DP,Almeria,Regular,Ultralights,STD,KS,1,3,33.333333000000
Jordan,Aqaba,Menthol,Full Flavor,SSL,100,1,16,7.670454500000
China,Yancheng Nanyang,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Malaysia,Kuala Lumpur,Regular,Full Flavor,SSL,100,1,1,100.000000000000
China,Chengdu Tianfu,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
China,Jinan Xiaoqiang,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
France,Nice,Regular,Lights,STD,KS,2,11,27.489177333333
China,Beijing,Regular,Lights,STD,KS,1,20,10.000000000000
Kenya,Jomo Kenyatta,NTD Caps,Full Flavor,STD,KS,1,9,11.111111000000
Caribbean Other,Basseterre (Saint Kitts),Regular,Full Flavor,STD,KS,3,9,53.703703666667
Italy,Verona,Regular,Full Flavor,STD,KS,2,7,85.714285500000
Turkey,Diyarbakir Airport,Menthol,Full Flavor,STD,100,1,16,6.250000000000
China,Yantai Penglai,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Turkey,Gaziantep Airport,Menthol,Full Flavor,STD,KS,1,17,5.882353000000
Russia,Moscow - Domodedovo,Regular,Full Flavor,STD,100,1,11,9.090909000000
China,Urumchi Diwobao,Regular,Lights,STD,KS,1,20,10.000000000000
Great Britain,London Stansted,NTD Caps,Full Flavor,STD,KS,1,13,7.692308000000
Greece,Zakynthos,Regular,Lights,STD,100,1,12,9.166666500000
Tunisia,Monastir,Regular,Full Flavor,SLI,100,1,16,6.250000000000
Cape Verde,Espargos,Regular,Full Flavor,SSL,100,2,12,33.333333500000
South Korea,Jeju,Regular,Full Flavor,SLI,100,1,56,1.785714000000
China,Chengdu Tianfu,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
China,Taiyuan Wusu,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Canary Islands,Tenerife,Regular,Lights,STD,KS,2,16,14.062500000000
Great Britain,Manchester,Menthol,Full Flavor,STD,KS,1,13,8.391608500000
Tunisia,Tunis,Regular,Full Flavor,STD,100,2,36,6.944444500000
Spain DP,Granada,Regular,Lights,STD,KS,1,2,50.000000000000
France DP,Chambery,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Great Britain,Southampton,Regular,Lights,STD,KS,2,11,19.545454500000
Spain,Santander,Regular,Ultralights,STD,KS,1,3,33.333333000000
Indonesia,Ngurah Rai,Regular,Full Flavor,SLI,KS,1,1,100.000000000000
China,Dalian Zhoushuizi,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Guatemala,Guatemala City,Menthol,Full Flavor,SSL,100,1,13,7.692308000000
Kenya,Jomo Kenyatta,Menthol,Full Flavor,STD,KS,1,16,9.120370333333
Portugal,Madeira,Regular,Full Flavor,STD,100,1,4,25.000000000000
Spain,Palma De Mallorca,Regular,Lights,STD,KS,2,18,22.847222250000
Brazil,Brasilia,Regular,Lights,STD,KS,1,12,14.166666500000
Greece,Santorini,Menthol,Full Flavor,SSL,100,1,8,12.500000000000
Saudi Arabia,DAMMAM,NTD Caps,Full Flavor,STD,KS,1,16,28.125000000000
China,Nanning Wuxu,Menthol,Full Flavor,STD,KS,2,19,8.187134500000
Greece,Mykonos,Regular,Full Flavor,STD,100,1,9,11.111111000000
Germany,Duesseldorf,Regular,Lights,STD,KS,2,9,28.240740666667
Great Britain,Newcastle,Menthol,Full Flavor,STD,KS,1,11,9.090909000000
China,Changsha Huanghua,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Germany,Hannover,Regular,Lights,STD,KS,1,8,13.392857000000
China,Jinan Xiaoqiang,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Turkey,Cukurova Airport,Regular,Full Flavor,STD,KS,3,26,60.810023333333
Croatia,Zagreb,Regular,Full Flavor,STD,KS,1,3,66.666667000000
China,Harbin Taiping,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Netherlands,Amsterdam - Schiphol,Regular,Lights,STD,KS,1,5,22.500000000000
China,Nanning Wuxu,NTD Caps,Full Flavor,STD,KS,1,18,5.555556000000
China,Wenzhou Longwan,Regular,Full Flavor,STD,100,1,20,5.000000000000
Great Britain,Leeds Bradford,Regular,Lights,STD,KS,1,10,30.000000000000
Martinique,Fort-de-France,Menthol,Full Flavor,STD,100,1,7,14.285714000000
Greece,Kavala,Regular,Lights,STD,100,1,8,12.500000000000
Guadalupe,Pointe-a-Pitre,Regular,Full Flavor,STD,KS,2,8,85.000000000000
Switzerland,Basel,Regular,Full Flavor,SLI,100,1,21,4.761905000000
China,Shanghai Pudong,Regular,Lights,STD,KS,1,20,10.000000000000
Switzerland,Zurich,Regular,Lights,STD,KS,1,24,9.999999666667
Spain,Barcelona,Regular,Lights,STD,100,1,19,5.263158000000
France DP,Lyon Saint Exupery,Regular,Lights,STD,100,1,11,10.795454500000
Dominican Republic,Samana El Catey,Menthol,Full Flavor,SSL,100,1,10,21.666666500000
Japan,Osaka - Kansai,Menthol Caps,Full Flavor,STD,100,1,60,1.666667000000
South Korea,Daegu,Regular,Lights,SSL,100,1,56,1.785714000000
Great Britain,London City,NTD Caps,Full Flavor,STD,KS,1,10,10.000000000000
Great Britain,Edinburgh,Regular,Full Flavor,STD,KS,3,13,60.198135000000
Switzerland,Basel,Regular,Lights,STD,KS,2,21,9.908610000000
Nigeria,Abuja,NTD Caps,Full Flavor,STD,KS,1,7,14.285714000000
Dominican Republic,La Romana,Menthol,Full Flavor,SSL,100,1,9,15.555555500000
Morocco,Tangier,Menthol,Full Flavor,SSL,100,1,23,17.391304000000
Morocco,Tangier,Regular,Full Flavor,SLI,100,1,23,4.347826000000
China,Shanghai Hongqiao,Regular,Full Flavor,STD,100,1,20,5.000000000000
Saudi Arabia,DAMMAM,Regular,Full Flavor,SSL,100,1,16,16.250000000000
China,Kunming Wujiaba,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Turkey,Trabzon Airport,Regular,Lights,STD,KS,1,20,12.564102666667
Jordan,Amman,Menthol,Full Flavor,STD,LONGER THAN KS,1,23,4.347826000000
Albania,Tirana,Regular,Full Flavor,SSL,KS,1,19,5.263158000000
Spain,Murcia,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Turkey,Antalya Gazipasa Airport,Regular,Lights,STD,100,1,14,7.142857000000
Canary Islands,Tenerife,Menthol,Full Flavor,SSL,KS,1,6,16.666667000000
China,Chengdu Tianfu,Regular,Lights,STD,KS,1,20,10.000000000000
Greece,Thessaloniki,Regular,Lights,STD,100,1,12,9.166666500000
Great Britain,Manchester,Regular,Ultralights,STD,KS,1,4,25.000000000000
Great Britain,Aberdeen,Regular,Full Flavor,STD,100,1,10,10.000000000000
Guadalupe,Pointe-a-Pitre,Regular,Full Flavor,SSL,100,1,8,25.000000000000
Japan,Chubu,Regular,Full Flavor,STD,100,1,62,1.612903000000
Serbia,Belgrade,Regular,Lights,STD,100,1,3,33.333333000000
Spain,Santiago De Compostela,Regular,Lights,STD,KS,2,9,17.592592666667
Netherlands,Rotterdam,Regular,Lights,STD,KS,1,3,41.666666500000
Japan,Fukuoka,Regular,Full Flavor,STD,100,1,59,3.389831000000
China,Urumchi Diwobao,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
China,Xiamen Gaoqi,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Ethiopia,Addis Ababa,Menthol,Full Flavor,SSL,100,1,25,4.000000000000
Spain,Santander,Regular,Lights,STD,KS,1,4,29.166666500000
Tunisia,Enfidha,Regular,Full Flavor,SSL,100,1,20,15.000000000000
El Salvador,San Salvador Comalapa,NTD Caps,Full Flavor,STD,KS,1,10,13.333333500000
Turkey,Gaziantep Airport,Menthol Caps,Full Flavor,STD,KS,1,31,4.554079500000
Switzerland,Geneva,Regular,Lights,STD,KS,2,28,20.631868000000
Great Britain,East Midlands,Regular,Lights,STD,100,1,10,10.000000000000
Tunisia,Enfidha,Menthol,Full Flavor,STD,100,1,11,9.090909000000
Turkey,Cukurova Airport,Regular,Lights,STD,KS,1,26,16.032116000000
Spain DP,Almeria,Menthol,Full Flavor,STD,KS,1,15,6.666667000000
Turkey,Ankara Airport,Regular,Full Flavor,STD,KS,5,37,49.281434400000
Saudi Arabia,Medina,Regular,Full Flavor,SSL,100,1,16,16.250000000000
Mexico,Mazatlan,Regular,Lights,STD,KS,1,11,9.090909000000
Italy,Venice,Regular,Lights,STD,KS,2,9,30.740740666667
