DF_Market,Location,CR_BrandId,$theyearbefore NOR,$previous_year NOR,$current_year NOR,$theyearbefore MC,$previous_year MC,$current_year MC
Turkey,Samsun Airport,139005,0,0,0,0,0,0
Germany,Cologne,137262,0,0,0,0,0,-2095.176
China,Zhengzhou Xinzheng,105689,169.084,0,0,120.038,0,0
Turkey,Cukurova Airport,122704,0,0,2951.077009853,0,0,2609.275009853
China,Shandong,122771,0,0,0,0,0,0
Turkey,Kayseri Airport,137664,0,0,104.054372827,0,0,86.382372827
China,Wuhan Tianhe,124464,0,301.383,0,0,239.282,0
China,Shandong,105690,0,0,0,0,0,0
Belize,Belize City,122798,0,0,436.895,0,0,283.111
China,Fuzhou Changle,105444,0,0.157,0,0,0.117,0
Norway,Kristiansand,121119,7708.904040786,0,0,6999.064040786,0,0
China,Kunming Wujiaba,124461,0,-18.278,0,0,-48.901,0
Mexico,Mazatlan,104440,878.576,2835.635,0,803.764,2385.665,0
China,Yanji Zhaoyangchuan,110715,0,0,0,0,0,0
China,Shanghai Pudong,122288,10441.618,0,0,6467.2,0,0
France DP,Marseille,121929,-230.138995041,0,0,-235.153995041,0,0
Spain,Barcelona,,0,0,-376.721846827,0,0,-376.721846827
Japan,Shizuoka,40833,0,0,0,0,0,0
Sri Lanka,Bandaranaike,95605,852.206,0,0,713.144,0,0
Turkey,Eskisehir Airport,59761,0,0,903.558672772,0,0,745.895672772
Turkey,Cukurova Airport,124801,0,0,161.903890031,0,0,141.231890031
Turkey,Eskisehir Airport,94143,0,0,1774.469875044,0,0,1476.821875044
Spain,Malaga,90229,0,0,0,0,0,0
South Korea,Busan - Kimhae,121968,6017.639,285262.706,744672.116,5375.619,214717.282,594872.821
United Arab Emirates,Dubai,122852,861429.308,2220398.114,5934680.45,764066.614,1951034.102,5256259.369
Israel,Tel-Aviv,123355,2334091.68,5886294.364,14352593.384,2072823.996,5144752.049,12666792.948
Germany,Paderborn,124245,2062.614350559,3326.68241314,30438.994006143,1850.514350559,2939.35941314,27362.473006143
Morocco,Rabat,122221,616.780116933,18450.921678579,37799.12699534,529.790116933,15604.635678579,32049.44399534
Greece,Thessaloniki,124135,0,207143.334594933,575209.474804344,0,161954.323594933,452837.827804344
Great Britain,Jersey,125415,51127.780669549,289893.746821029,832144.775981836,47599.467669549,246028.395821029,715190.197981836
Germany,Hamburg,124179,118921.24060604,351808.908227744,1038948.47461795,103736.26260604,305659.197227744,909599.040617954
United Arab Emirates,Dubai,138518,0,1216562.961,6386287.49010647,0,1074672.281,5658612.14610647
Poland,Warsaw,144363,0,450.771478661,407942.843254477,0,354.715478661,335859.392254477
Caribbean Other,Antigua,124032,0,519.517,25236.325,0,416.693,20477.281
Japan,Tokyo - Narita,114602,76500.352797672,630679.338663226,1818530.53567031,68719.976797672,556127.408663226,1578573.37567031
Qatar,Doha,125839,0,3750782.645,13271693.086,0,3298011.782,11699452.007
Turkey,Istanbul Airport,122846,0,261897.499650883,2766084.99908998,0,205921.929650883,2266596.52308998
Qatar,Doha,123648,0,317546.995,1756938.065,0,283837.138,1554556.471
Hong Kong,Hong Kong,114267,0,1603766.71,2335228.231,0,1269837.712,1766891.025
Armenia,Yerevan,125073,0,6368.837493389,6373.410610172,0,5083.977493389,5164.375610172
Great Britain,Manchester,122748,65595.384456584,412904.483176237,1840503.52211174,62451.566456584,363903.296176237,1635465.89311174
Singapore,Singapore - Changi,122554,550944,2524152.966,10575627.023,471066.3,2117349.055,8950202.032
India,Indira Gandhi,116065,133275.734,181620.909,63635.853,119011.48,160233.508,56035.343
Switzerland,Geneva,125560,0,179818.831740144,1458197.77083672,0,154288.683740144,1256544.12283672
Germany,Berlin Brandenburg,125536,7868.014484504,182308.273099795,736733.077362581,6858.928484504,158290.276099795,644985.987362581
Tunisia,Enfidha,123640,2767.733218377,33873.575128772,137944.160073103,1143.653218377,19787.599128772,85444.452073103
Turkey,Kayseri Airport,70909,17231.806142213,100219.451150113,492602.075658679,13933.103142213,80853.840150113,403221.686658679
Spain,Vigo,122496,0,0,6070.06709889,0,0,5273.99109889
Russia,St. Petersburg Pulkovo,122528,0,1437.165754402,424.185361944,0,869.302754402,265.229361944
China,Dalian Zhoushuizi,122802,0,307.926,20664.93,0,193.791,12586.913
France,Toulouse,122765,42073.09429841,129105.408968863,501043.125922029,39943.58029841,114921.463968863,452472.242922029
Spain DP,Mahon Airport,122429,19222.423146649,30585.772310823,127107.003585388,16257.005146649,21536.980310823,94804.271585388
Mexico,Acapulco,124032,0,0.918,38.811,0,0.743,31.988
Italy,Pisa,122500,28159.33763506,52441.288288712,156056.787509341,26134.21163506,43678.602288712,130294.571509341
Kyrgyzstan,Manas,125073,0,963.072681689,96283.919038131,0,803.748681689,80286.498038131
Turkey,Istanbul Airport,100978,0,76916.195329868,0,0,63659.861329868,0
Australia,Brisbane,108323,2946.76741638,15967.557718377,29283.422803177,2668.53341638,14502.214718377,28908.659803177
Norway,Alesund,121108,9316.40347981,19625.420903556,0,8448.36547981,17680.129903556,0
Russia,Volgograd,143210,0,46.718841618,7687.553766988,0,27.220841618,6362.526766988
Mexico,Cancun,122896,184630.016,819628.606,2634993.942,172326.15,698483.665,2263078.019
Hong Kong,Hong Kong,122716,0,5343476.856,8938723.178,0,4001554.773,6628369.5
Namibia,Windhoek,98236,39696.2,63764.52,45650.12,32563.02,50656.306,39325.77
Sri Lanka,Bandaranaike,99273,8917.396,23737.93,24336.914,7457.982,19413.838,20229.58
Indonesia,Ngurah Rai,137392,0,0,248410.573,0,0,157716.434
Taiwan,Taichung,95655,0,601.054,19956.432,0,453.555,14708.231
Germany,Dortmund,125533,0,6889.927416002,32952.087237878,0,6152.139416002,29491.039237878
Ethiopia,Addis Ababa,125596,0,4836.493,125057.418,0,4136.292,101820.896
Russia,Krasnoyarsk,121943,2083.356392296,7074.137941667,32620.073702093,1761.342392296,5826.063941667,27142.344702093
Italy,Bergamo,123373,9750.174567854,22426.440630142,117003.134486367,8623.933567854,16605.663630142,93876.290486367
Chile,Santiago Arturo Merino Benitez,124032,0,7505.664,32360.36,0,5561.086,23780.449
United Arab Emirates,Ras El Khaymah,120064,17854.164,64750.427,96940.405,15841.562,56581.344,85469.011
Australia,Melbourne,120988,239.764417276,11573.900310031,0,230.451417276,10134.468310031,0
Jamaica,Montego Bay,125625,0,942.2,0,0,774.885,0
Mexico,Los Cabos,114396,31419.268,186749.457,41852.281,28720.838,150420.85,33769.698
Norway,Sandefjord-Torp,121119,83681.66970529,296756.297927055,747299.516051486,76383.43370529,266711.952927055,669311.361051486
Ethiopia,Addis Ababa,114699,255490.714,220649.302,257981.063,212315.84,179036.651,207562.136
Brazil,Natal,125074,0,23.472,1818.631,0,16.877,1339.937
South Korea,Jeju,121995,40166.28,1509158.521,3159197.265,32102.374,1174152.949,2572733.105
Great Britain,Exeter,122749,3472.014641921,7538.3655665,36030.992895157,3245.840641921,6402.0255665,30981.673895157
Italy,Florence,125684,0,1868.25873424,34199.726853639,0,1272.52973424,28117.224853639
Mexico,Guadalajara,125087,0,7471.297,8491.179,0,5982.471,6839.967
Nigeria,Lagos,142119,0,905.894,41310.785,0,620.501,30766.673
Turkey,Ankara Airport,41603,0,2554.718745949,295651.064770664,0,2171.319745949,254503.038770664
Germany,Cologne,124242,0,2488.0597112,66448.435255364,0,2032.1487112,59696.433255364
China,Ningbo Lishe,105626,11.106,4998.2,35577.921,9.14,3993.979,28101.707
India,Lucknow,123645,345.602,10131.059,2338.923,285.002,8492.052,1971.582
United Arab Emirates,Ras El Khaymah,120066,8998.312,32508.386,27299.635,7983.96,28410.022,24137.497
Guatemala,Guatemala City,91644,4915.68,24877.757,76339.107,4188.444,20755.787,63716.855
Brazil,Viracopos,114396,5499.489,18877.837,3905.873,4742.677,13497.578,2836.544
Mayotte,Pamandzi,121898,11268.708218939,43972.058693955,67939.659513032,9231.910218939,36554.785693955,57909.314513032
Morocco,Casablanca,142117,0,0,-11.358098474,0,0,-31.240098474
Cape Verde,Espargos,141704,0,0,335744.745,0,0,268099.489
Morocco,Fes,123645,17110.336940499,59835.745312305,36019.481750439,14881.771940499,46933.028312305,28788.387750439
Turkey,Kayseri Airport,107958,583.68280687,6189.157019487,7086.653777883,548.88580687,4749.819019487,6201.316777883
Albania,Tirana,123645,0,24079.236709237,0,0,17740.190709237,0
Bolivia,Santa Cruz Viru Viru,104519,0,8961.562,0,0,6717.748,0
Canary Islands,Tenerife,125089,672886.543633435,0,0,632331.805633435,0,0
Niger,Niamey,125840,0,931.913,34157.709,0,742.433,27135.166
Germany,Bremen,124245,0,32900.637192041,14648.586790253,0,29302.529192041,13176.138790253
Oman,Muscat,113601,0,1078780.725,1902712.741,0,955480.786,1691381.408
Rwanda,Kigali,125837,0,466.459,38325.228,0,382.792,30289.305
Egypt,Sharm El Sheikh,123024,0,19548.095,25521.239,0,14336.502,12899.55
France DP,Nice,122362,-153.446390951,0,258.439017834,-156.789390951,0,194.616017834
Germany,Munich,125798,16598.58172718,41137.439556159,6036.937569144,14310.93172718,35712.634556159,5310.145569144
Saudi Arabia,DAMMAM,125068,0,154822.062793149,436438.822812459,0,137431.001793149,377921.954812459
Turkey,Antalya Gazipasa Airport,114636,424.916610029,2865.263298125,2046.558411123,379.680610029,2546.589298125,1830.680411123
China,Ningbo Lishe,122860,0,418.724,11839.2,0,287.058,7867.786
Turkey,Diyarbakir Airport,59148,558.709449876,444.2145415,3652.648059167,447.325449876,312.8185415,2632.663059167
Ghana,Accra,100863,7319.68,3485.242,0,6938.663,2660.135,0
Turkey,Samsun Airport,124776,0,20.797385736,17676.981927495,0,17.839385736,14926.779927495
Greece,Mykonos,124229,0,25.763262783,4792.846677658,0,18.414262783,3152.192677658
Morocco,Nador,123025,0,0,1682.621849756,0,0,1236.557849756
Brazil,Natal,122798,0,0,21.126,0,0,13.765
Kenya,Jomo Kenyatta,101182,-3497.412,0,0,-3497.412,0,0
Macedonia,Skopje,123645,0,41263.815938204,0,0,28307.193938204,0
Kazakhstan,Aktau,123066,0,9481.009812046,0,0,8011.915812046,0
Mexico,Los Cabos,123645,1086.42,3726.93,0,1006.125,3111.982,0
Saint Marteen (NL),St. Maarten Princess Juliana,139307,0,0,127179.175,0,0,105980.828
China,Hohhot Baita,105626,0,0,1680.474,0,0,1322.909
Switzerland,Zurich,122189,80.839512494,78.571930295,0,75.620512494,66.649930295,0
China,Chengdu Shuangliu,144126,0,0,8554.884,0,0,6793.762
Qatar,Doha,96184,0,1229475.507,0,0,1084567.853,0
Tunisia,Enfidha,157067,0,0,2506.799394314,0,0,1602.167394314
China,Shenzhen Bao'an,105691,0,2.13,0,0,-5.025,0
Jordan,Amman,100079,176437.402,640365.029,0,146555.652,536381.069,0
Israel,Ramon,123376,1058.56,16913.288,3027.541,947.212,14936.082,2680.977
Dominican Republic,Punta Cana - Higuey,104518,152777.2,0,0,133103.544,0,0
Greece,Aktio,120929,3882.804353723,2108.590513889,141.805810897,3285.894353723,1527.603513889,94.657810897
Italy,Bergamo,125726,9192.098521492,0,0,8919.398521492,0,0
Russia,Sochi,121981,0,688.968526901,0,0,554.497526901,0
Ukraine,Lviv,114740,6281.001406024,0,0,5404.143406024,0,0
Argentina,Rosario,148453,0,0,41.748,0,0,29.626
Morocco,Marrakech,58258,35139.753114035,0,0,28495.035114035,0,0
Togo,Togo,139345,0,0,8526.837,0,0,6805.936
Mexico,Ixtapa Zihuatanejo,99962,191.227,245.7,0,154.282,204.408,0
Turkey,Denizli Cardak Airport,122595,0,0.2292625199,0,0,0.1692625199,0
Great Britain,Doncaster,122753,63.944222261,0,0,58.725222261,0,0
Turkey,Istanbul Airport,,-384.435758022,0,-26303.2187462,-384.435758022,0,-26303.2187462
Russia,Voronezh,121956,116.047482365,0,0,98.649482365,0,0
Russia,Belgorod,121938,140.378934072,0,0,120.252934072,0,0
China,Fuzhou Changle,105692,0,0.129,0,0,0.098,0
France DP,Lyon Saint Exupery,121929,0,0,42.824761033,0,0,31.938761033
Peru,Lima,90249,0,0,0,0,0,0
China,Changchun Longjia,105442,0,12.112,0,0,8.928,0
United Arab Emirates,Sharjah,125312,7313.876,0,0,7033.768,0,0
Canary Islands,Lanzarote,125089,268245.092945474,0,0,252038.856945474,0,0
Turkey,Cukurova Airport,87049,0,0,1928.565675984,0,0,1588.276675984
Spain DP,Almeria,123084,0,0,0,0,0,0
China,Guangzhou Baiyun,113951,0,0,0,0,0,0
China,Qingdao Liuting,124464,0,118.79,0,0,94.314,0
Turkey,Ankara Airport,70904,32031.876234021,58300.456152492,103669.182068541,27374.720234021,49266.712152492,89332.414068541
Turkey,Istanbul Asia Airport,123073,0,96461.576097389,610049.351098437,0,83358.297097389,535571.879098437
France,Montpellier,123636,33135.890676335,89098.351331104,457607.626770763,29426.634676335,78603.381331104,409273.243770763
Spain,Madrid Barajas,123307,54323.503864058,158949.28133734,440410.027557645,49036.153864058,123503.71933734,354780.241557645
Spain DP,Madrid Barajas,123084,22648.249552626,121413.498677121,392182.389065433,19107.754552626,81262.434677121,275848.444065433
Mali,Bamako,139305,0,22536.154,1191171.822,0,13811.194,930622.884
Mexico,Mexico City,104519,39573.504,143763.984,0,35838.155,112972.907,0
Morocco,Casablanca,138965,0,46407.532306447,22606.579037715,0,38950.714306447,18827.170037715
Australia,Perth,97943,6179.442223228,43236.03377328,96239.020469297,5991.979223228,40021.87777328,91418.477469297
Norway,Trondheim,139548,0,2116.506391947,20147.069223733,0,1881.360391947,17882.720223733
United Arab Emirates,Abu Dhabi,122908,59732.722,452871.831,865524.825563641,53718.172,396662.454,766626.04956364
Japan,Osaka - Kansai,95500,32999.13625761,394226.644141014,1150580.468475,28527.85425761,333790.046141014,940413.629475003
Italy,Ciampino Airport,122498,57862.124848202,166746.492868461,507915.09160555,50492.603848202,143802.909868461,440559.30060555
Japan,Chubu,118634,53349.689569076,602018.090594864,898338.408666073,47128.159569076,519383.911594864,763267.282666073
Morocco,Marrakech,113639,788451.766415169,2057718.66565418,2415661.06387612,651607.648415169,1685138.03965418,1990326.53087612
Italy,Bergamo,121006,0,18530.378075276,101427.568141477,0,14587.559075276,81452.505141477
Bahrain,Manama,122945,66847.678,280026.792,849255.107,59984.712,247800.429,758366.531
Switzerland,Basel,125081,0,213563.598085206,868644.734592035,0,188942.277085206,769710.039592035
Gambia,Banjul,114698,10837.214323182,35331.156339095,57475.515839714,8951.270323182,28594.265339095,46635.272839714
Spain,Sevilla,121053,10123.50815234,41559.28606908,0,9485.00215234,35499.64006908,0
Ecuador,Quito,123639,0,0,7716.724,0,0,6367.881
Spain,Malaga,122496,592081.076876359,1599266.00640194,5187922.74575186,552897.299876359,1364701.37840194,4494967.49875186
India,Chattrapati Shivaji,98258,261565.426,1325217.673,0,231294.596,1159122.874,0
Saudi Arabia,Medina,125325,0,32485.105029532,1496724.35456031,0,28511.648029532,1316432.13356031
China,Guangzhou Baiyun,122860,0,64477.415,1880984.766,0,39974.189,1192781.568
Egypt,Sharm El Sheikh,123513,47127.412,102077.438,302705.165,40836.294,86726.463,259085.916
Peru,Lima,125056,0,0,4517.533,0,0,3474.167
China,Xian Xianyang,119257,0,-3880.525,36892.591,0,-3961.148,31528.978
Turkey,Izmir Airport,122201,22462.663238004,60187.826008364,73064.514454827,19164.005238004,51033.626008364,62291.132454827
Turkey,Kayseri Airport,122704,23701.630470061,45994.467541412,49295.42983455,22356.763470061,40375.253541412,43447.32483455
France,Beauvais,122766,25276.505490888,93249.15169868,290342.98061894,22752.040490888,83993.91769868,264172.052618939
El Salvador,San Salvador Comalapa,91755,25407.96,99367.862,0,20640.91,78547.868,0
Indonesia,Soekarno Hatta,122345,77302.52,384556.028,2056222.054,67664.028,330961.611,1772671.788
Caribbean Other,Port-au-Prince (Haiti),139322,0,645.84,2534.336,0,471.071,1786.693
Tanzania,Dar Es Salaam,139307,0,0,59695.867827843,0,0,44766.430827843
Canary Islands,La Palma,124963,9543.646145773,55394.496750574,81954.967350816,8849.467145773,45477.773750574,69393.948350816
Belize,Belize City,122896,2680.192,10829.498,71117.42,2334.528,9245.902,60190.262
Martinique,Fort-de-France,121200,22050.380439401,84195.379212575,382730.766457686,21047.421439401,76108.149212575,352453.412457685
Jordan,Amman,139321,0,5475.26,74229.785,0,3212.404,58214.885
Canary Islands,Fuerteventura,124961,0,97734.549836841,1670193.1310018,0,74900.283836841,1363451.1440018
Egypt,Cairo,100304,0,1108787.521,1450455.226,0,791285.636,1035188.759
South Korea,Seoul,121941,1444.52,77702.387,192590.697,1162.756,59094.493,153522.956
Ecuador,Guayaquil,122896,0,0,59766.366,0,0,51024.493
China,Changsha Huanghua,105695,1577.396,4666.436,60983.358,1438.21,-1602.413,43941.508
Turkey,Gaziantep Airport,100980,3646.532341791,6741.800132992,7592.350469434,3075.874341791,5673.586132992,6314.578469434
El Salvador,San Salvador Comalapa,139305,0,4064.901,288612.052,0,3387.728,237302.953
Dominican Republic,La Romana,125835,0,275.519,3972.268,0,230.984,3310.253
Dominican Republic,La Romana,91751,3023.197,1936.545,0,2539.453,1617.543,0
China,Guangzhou Baiyun,113950,2866.172,163254.177,738337.435,1053.56,110135.727,496113.515
France,Lille,122766,9283.994370889,23386.126708128,60919.78711124,8349.728370889,21119.799708128,55404.22011124
Japan,Okayama,103590,0,951.847064526,21180.090715449,0,835.779064526,18458.273715449
Maldives,Male,123518,0,54.529,746940.418,0,46.649,637381.127
Egypt,Aswan,122961,0,4478.993,28598.435,0,3747.327,24316.383
Germany,Munster-Osnabruck,125533,0,3653.546020287,20776.219819765,0,3269.952020287,18742.588819765
Burundi,Bujumbura,123412,0,519.556,4054.036,0,429.745,3346.131
Dominican Republic,Samana El Catey,91751,1073,11007.724,0,905.795,9187.614,0
Kuwait,Kuwait,139323,0,-4813.353,0,0,-13516.471,0
Mongolia,Ulaanbaatar,139321,0,190.099832882,10156.647295122,0,139.163832882,7456.008295122
Turkey,Istanbul Asia Airport,95681,348728.660607102,243334.436316737,0,322814.423607102,202563.349316737,0
Colombia,Cali,125084,0,13779.566,216102.806,0,9762.532,183190.544
United Arab Emirates,Sharjah,120009,37278.644,42989.964,0,34818.284,36643.586,0
Turkey,Denizli Cardak Airport,107958,0,730.402721549,5297.495107119,0,536.037721549,3959.037107119
Turkey,Ankara Airport,94143,66685.944555179,135581.206730634,48926.206168253,57082.250555179,114673.567730634,41630.518168253
Ivory Coast,Abidjan,157067,0,0,1237.05,0,0,872.084
Australia,Melbourne,99389,0,11896.021339719,11641.802585935,0,10471.425339719,10502.111585935
Guinea DF,Conakry,98236,11825,31979.112,0,9911.22,26005.778,0
Canary Islands,Gran Canaria,125167,360501.899942609,1294076.83358014,0,324328.081942609,1012142.18958014,0
Egypt,Aswan,137316,0,902.216,740.775,0,767.011,633.803
Dominican Republic,Puerto Plata,123649,424.58,724.31,11144.091,385.19,577.349,9043.965
Turkey,Samsun Airport,124800,0,206.344720008,15133.084334192,0,174.778720008,12445.590334192
India,Chattrapati Shivaji,122797,0,0,8517.14,0,0,5632.538
India,Sardar Vallabh Bhai Patel,123639,155.002,1300.288,2604.162,127.824,1091.313,2198.894
Tunisia,Tozeur,58267,0,580.020109954,7297.859564168,0,481.196109954,6262.832564168
Bosnia-Herzegovinia,Sarajevo,139269,0,0,59899.773871472,0,-1141.336,51956.364871472
Mexico,La Paz Manuel Marquez de Leon,125348,4783.87,9405.704,0,4267.15,7552.074,0
Turkey,Antalya Gazipasa Airport,123491,3133.690652493,4302.008724625,36202.320958382,2810.086652493,3780.194724625,32376.668958382
Curazao,Curacao,100603,537.88,1575.22,1514.31,473.332,1575.22,1514.31
China,Harbin Taiping,105689,0,1210.242,1021.31,0,815.48,688.358
Great Britain,Cardiff,125037,1640.261600937,4192.045677758,9175.615760915,1553.271600937,3684.045677758,8089.456760915
Spain,Almeria,122449,1264.524018345,8699.990409509,2705.722222697,1177.534018345,7467.652409509,2354.339222697
Dominican Republic,Samana El Catey,157067,0,63.07,2392.358,0,52.947,2009.573
New Zealand,Auckland,124996,0,0,2251.570893019,0,0,2073.134893019
Brazil,Viracopos,104519,780.53,2487.975,0,700.499,1932.521,0
Turkey,Denizli Cardak Airport,98006,720.551754576,1919.618121593,414.712775128,574.409754576,1442.154121593,318.787775128
Turkey,Eskisehir Airport,125714,0,0,333.684095218,0,0,278.213095218
China,Xian Xianyang,114878,0,0.833,0,0,-2.097,0
Jamaica,Montego Bay,106815,-17.76,0,0,-17.76,0,0
Japan,Toyama,144212,0,0,799.722896714,0,0,697.469896714
China,Shenzhen Bao'an,110716,0,4.425,0,0,3.519,0
Ecuador,Quito,100604,0,0,0,0,0,0
Qatar,Doha,107205,0,419463.713,0,0,370090.227,0
China,Xian Xianyang,105458,0,1007.498,2255.451,0,829.402,1853.742
Tunisia,Jerba,141704,0,0,94333.028189617,0,0,78370.292189617
Italy,Bergamo,125830,0,4207.048066241,0,0,3128.536066241,0
China,Shanghai Hongqiao,125544,0,0,0,0,0,0
Turkey,Diyarbakir Airport,141876,0,0,201.384193878,0,0,162.535193878
Canary Islands,La Palma,123309,1389.156734314,0,0,1274.016734314,0,0
Nicaragua,Managua,125348,0,2756.28,0,0,2146.181,0
China,Weihai Dashuibo,110715,0,355.544,27598.333,0,294.046,23128.358
Brazil,Fortaleza,125347,13291.218,0,0,11427.892,0,0
Turkey,Adana Airport,92696,16.34443545,349.834635412,0,12.96843545,262.893635412,0
China,Weihai Dashuibo,122771,0,0.311,0,0,-0.149,0
Spain,Sevilla,123084,0,70.830417087,0,0,57.769417087,0
Dominican Republic,Samana El Catey,123645,233.856,723.927,0,215.676,592.569,0
South Korea,Seoul,107981,5341.54,0,0,4307.06,0,0
Moldova,Chisinau,114553,120064.531597923,0,0,103268.501597923,0,0
Panama,Panama Tocumen,104732,0,349.924,0,0,274.345,0
Mexico,Acapulco,113618,158.256,7141.256,0,144.337,6040.248,0
Greece,Samos,120915,0,259.881420756,0,0,216.423420756,0
China,Xiamen Gaoqi,105690,0,284.122,0,0,209.624,0
China,Wuhan Tianhe,114878,0,1.419,0,0,-2.159,0
Mexico,La Paz Manuel Marquez de Leon,114700,0,253.54,0,0,171.14,0
Morocco,Agadir,125137,2186.249849726,0,0,1820.893849726,0,0
China,Shenzhen Bao'an,114879,0,2962.96,0,0,2451.694,0
Australia,Coolangatta,99387,0,0,0,0,0,0
Brazil,Salvador,104519,0,221.969,0,0,171.967,0
China,Wuhan Tianhe,125541,0,0,2.655,0,0,2.103
China,Xiamen Gaoqi,105694,0,659.407,0,0,493.201,0
Ukraine,Kyiv,98146,30842.04886846,0,0,26200.99486846,0,0
Brazil,Rio de Janeiro,90249,1026.756,0,0,944.946,0,0
Mexico,Monterrey,125347,3133.381,0,0,2705.392,0,0
China,Changsha Huanghua,113951,0,0,0,0,0,0
Mexico,Cancun,102973,0,0,0,0,0,0
China,Nanchang Changbei,113950,0,0,0,0,0,0
Spain,Barcelona,123310,23702.74326638,78692.533039039,312744.091806048,21375.70326638,61085.858039039,251503.960806048
Spain,Alicante,122429,4732.071780094,12058.661497847,34548.479794673,4439.540780094,10467.788497847,30690.063794673
Japan,Tokyo - Narita,114604,72903.487488978,555722.24331598,1118665.12010721,65491.949488978,490572.43231598,971123.343107208
Greece,Thessaloniki,120915,30807.298130875,25484.80188998,12958.006175372,29674.688130875,20458.96988998,10582.113175372
Japan,Osaka - Kansai,97144,16263.613695757,57916.561658654,557714.849708346,13703.577695757,47272.214658654,447117.499708346
China,Changsha Huanghua,109526,-104.978,1325.601,37555.203,-122.376,873.704,27955.97
United Arab Emirates,Dubai,142120,0,0,72654.716,0,0,63965.306
Japan,Chitose,118635,2026.73708909,48239.038480945,183923.060311939,1814.48108909,42582.748480945,159453.453311939
Great Britain,Glasgow,122750,14156.538175735,39949.219156216,152374.372541126,13091.779175735,32964.540156216,127467.116541126
Germany,Frankfurt,125532,0,572378.767029045,1713476.88930517,0,510872.931029045,1520655.72730517
Oman,Salalah,94122,5905.766,19775.591,25902.369,5202.806,17312.353,22875.51
Qatar,Doha,94122,82141.342,82813.714,0,73333.132,73314.697,0
Poland,Warsaw,124252,85133.808101414,1737933.68080431,2404583.12472892,73356.926101414,1448113.10180431,2056539.01572892
Georgia,Tbilisi,122658,7843.770669317,23293.99880592,122423.206621068,5271.300669317,15104.97180592,81483.812621068
France,Paris Charles De Gaulle,137081,131000.534893034,637124.335796114,1043131.92329749,124593.290893034,572190.938796114,949949.747297492
South Korea,Busan - Kimhae,144142,0,0,71534.045,0,0,57457.977
Poland,Lodz,125049,26238.900133596,2086.615012665,1467.400721718,23104.363133596,1725.053012665,1236.611721718
Japan,Tokyo - Narita,118637,49203.430195736,470061.187144463,660229.352489832,44321.542195736,415863.450144463,575715.222489832
United Arab Emirates,Sharjah,125321,5545.792,141496.372,485469.685,5350.934,124393.259,430167.917
Germany,Berlin Brandenburg,124245,14607.964742198,53454.228637864,242262.839895248,12953.584742198,47059.639637864,215618.318895248
South Korea,Jeju,121994,14583.38,643162.844,1086551.95,11655.576,501826.969,884869.358
France DP,Nice,121200,-2423.671294956,755.266282117,2579.497687731,-2475.492294956,505.270282117,1930.017687731
Poland,Rzeszow,125049,330624.083201745,45471.283607183,0,283556.063201745,38105.273607183,0
Jordan,Aqaba,113600,1632.619,10854.917,15036.586,1399.065,9223.479,12791.171
Maldives,Male,118496,51379.432,57812.44,78434.958,46033.162,51143.341,69271.128
Egypt,Sharm El Sheikh,100304,0,59808.956,153174.813,0,43149.356,111557.38
Bahrain,Manama,123646,31849.604,141572.716,612116.668,28486.304,124742.322,543838.73
Italy,Milan - Linate,122500,19215.74909868,73976.91988586,299558.718998927,17865.66409868,61502.75988586,250350.274998927
Colombia,Bogota,125348,36323.295,107254.574,0,31766.759,80669.911,0
Spain DP,Santander,123307,1088.55713995,3367.400998254,10224.83168211,929.48213995,2317.888998254,8043.28668211
Germany,Dortmund,124243,535.18940289,3390.385285466,16724.982229381,462.46940289,2908.556285466,14579.258229381
Italy,Bergamo,122500,56881.750131629,198544.094490492,744632.238085221,52876.731131629,165342.664490492,622332.665085221
Panama,Panama Tocumen,125835,0,4598.15,78671.028,0,3744.101,64191.966
China,Qingdao Liuting,122864,0,3005.365,52865.754,0,1890.079,33529.486
Italy,Florence,122500,9360.962223141,28058.20776405,160790.305099747,8699.838223141,23356.56276405,134351.095099747
Sweden,Lulea,122954,279.502118789,9454.622866553,9731.664264803,262.104118789,8213.349866553,8471.324264803
United Arab Emirates,Abu Dhabi,113962,0,0,82916.24197297,0,0,72699.26897297
Turkey,Gaziantep Airport,114640,242.042269383,644.292675645,1188.151076446,200.288269383,532.280675645,967.356076446
Turkey,Bodrum Airport,122591,0,12934.585261741,153098.878864024,0,10247.845261741,127666.202864024
Morocco,Nador,125143,4041.68165303,101706.662127849,41115.418623618,3443.24965303,85685.642127849,35438.474623618
Spain DP,Valencia,122429,30652.577298382,95678.844300518,326819.192165092,26022.245298382,67500.630300518,246346.208165092
Norway,Trondheim,141155,0,5980.910290026,42915.802618886,0,5496.739290026,38876.511618886
Egypt,Alexandria,125841,0,6430.366,514877.165,0,5352.218,431958.617
Turkey,Bodrum Airport,118916,0,31087.186204666,347353.538349951,0,27510.624204666,315615.292349951
Kuwait,Kuwait,96184,1612844.947,6814092.103,5160076.13,1367525.913,5722835.867,4223612.839
Egypt,Luxor,125841,0,499.354,206456.807,0,415.629,173185.631
Cape Verde,Praia,123648,0,2357.049,20989.839,0,1734.239,15323.035
Switzerland,Zurich,147081,0,0,442279.442651468,0,0,371522.500651468
Denmark,Faroe Islands,124780,5465.60813496,16410.262183083,35858.123434533,4945.06013496,14781.778183083,32547.035434533
Spain DP,Palma De Mallorca,122449,197502.791571211,452710.41142742,377965.811073221,169095.335571211,311549.53542742,275440.365073221
