Location,Cat_A,Cat_B,Cat_C,Cat_D,Avg_Score,Market_Volume,PMI_Volume,Market_Share
Fuzhou Changle,2.222201111100,6.635142913,2.167434958,10,5.256194745,1013450,135000,0.1332083477
La Paz Manuel Marquez de Leon,6.153785128200,4.426877385,0.4094204485,10,5.24752074,488400,459800,0.9414414414
Helsinki-Vantaa,5.833275000000,0,4.653930315,0,5.243602657,1298800,1298800,1
Helsinki-Vantaa,5.833275000000,0,4.653930315,0,5.243602657,1298800,1298800,1
Ho Chi Minh,3.636326969700,4.385964912,2.943239502,10,5.241382846,17879906,5075986,0.283893327
Charleroi,1.111098888900,9.87361772,4.73750603,0,5.24074088,1848800,905000,0.4895067071
Asturias,1.999980000000,7.28775572,6.399031363,0,5.228922361,269400,153600,0.570155902
Asturias,1.999980000000,7.28775572,6.399031363,0,5.228922361,269400,153600,0.570155902
Guadalajara,3.666630000000,6.581513267,0.6661054719,10,5.228562185,5439400,4664800,0.8575945876
Jeju,1.249987500000,7.717640358,6.927354284,4.883921119,5.194725815,416183700,47559400,0.1142750185
Vigo,3.333300000000,5.03217847,7.213451489,0,5.192976653,121400,84000,0.6919275124
Vigo,3.333300000000,5.03217847,7.213451489,0,5.192976653,121400,84000,0.6919275124
Kota Kinabalu,2.380929523800,1.666666594,6.713715408,10,5.190327881,3459800,1104800,0.3193248165
Samara,5.999940000000,0,4.376077589,0,5.188008794,14199,13200,0.9296429326
Corfu,3.157861754400,4.087061086,3.493833486,10,5.184689081,11501600,3125200,0.2717187174
Moscow - Domodedovo,3.589707435900,7.987068065,3.965927559,0,5.18090102,665820,336600,0.5055420384
Santiago Cibao,6.458268750000,3.781512636,0.4517358201,10,5.172879302,4886200,3536800,0.7238344726
Phu Quok,4.871744615400,0.857142959,4.915836486,10,5.161181015,1302083,1076200,0.8265218116
Yantai Penglai,2.222201111100,6.092201469,2.311204668,10,5.156401812,2920559,415200,0.1421645651
Sevilla,1.249987500000,8.909090855,5.288927757,0,5.149335371,3170800,1384600,0.4366721332
Okayama,3.939353939400,0.06968037826,6.545898512,10,5.138733207,1222256,210800,0.1724679609
Fukuoka,1.111098888900,6.806540498,2.591202103,10,5.127210372,74988660,8787600,0.1171857185
A Coruna,3.333300000000,6.679348426,5.352562925,0,5.121737117,323400,159800,0.4941249227
Bilbao,0.952370476200,7.011206675,7.381394352,0,5.114990501,1755000,863800,0.4921937322
Bilbao,0.952370476200,7.011206675,7.381394352,0,5.114990501,1755000,863800,0.4921937322
Astana,2.592567407400,9.863387973,2.883624469,0,5.113193283,1885000,926800,0.4916710875
Ningbo Lishe,1.818165151500,6.133630839,2.445039373,10,5.099208841,1463890,194000,0.1325236186
Graz,2.777748888900,5.873786493,6.595680694,0,5.082405359,375754,206000,0.5482310235
Dalian Zhoushuizi,2.222201111100,6.022037252,2.034150717,10,5.06959727,3429720,454410,0.1324918652
Busan - Kimhae,1.594187391300,7.522933995,6.63437573,4.51080091,5.065574506,131559200,11891600,0.09038972569
Ciampino Airport,4.222181111100,5.432686126,5.522212945,0,5.059026727,4829400,2855600,0.5912949849
Samana El Catey,5.151465151500,3.501714051,1.555481107,10,5.052165077,318400,184800,0.5804020101
Nanning Wuxu,1.296283703700,6.016071666,2.894269444,10,5.051656203,6942780,1862700,0.2682931045
Bremen,0.833325000000,5.714285772,8.565810266,0,5.037807013,730600,212200,0.2904462086
Podgorica,7.777698888900,0,2.295833154,0,5.036766021,5660000,5660000,1
Gaborone,9.999900000000,0,0.02384119417,0,5.011870597,10000,10000,1
Doncaster,0.000000000000,0,5.011176768,0,5.011176768,0,0,0
London City,1.666650000000,7.656249913,5.690808714,0,5.004569542,1977000,854600,0.4322711179
Vaxjo,4.999950000000,0,0,0,4.99995,19265,11000,0.5709836491
Bangui,4.999950000000,0,0,0,4.99995,300000,300000,1
Penang,4.285670476200,0.8793605044,4.806766099,10,4.99294927,2222800,797800,0.3589166817
Wroclaw,7.179414871800,0,2.777698277,0,4.978556574,25462292,17273000,0.6783756938
Kunming Wujiaba,1.874981250000,4.333879641,3.691139336,10,4.975000057,11548509,1543400,0.133644958
Moscow - Sheremetyevo,3.333300000000,4.697898233,1.820784162,10,4.962995599,5344200,2776800,0.5195913327
Cordoba,6.666600000000,0,3.230435169,0,4.948517585,510000,510000,1
Danang,5.384562820500,0.857142959,3.512265021,10,4.9384927,19099400,3295800,0.1725603946
Split,4.999950000000,0,4.868405623,0,4.934177811,2354385,2113000,0.8974742873
Stuttgart,4.333290000000,5.192307647,5.265654536,0,4.930417394,3584600,2037200,0.5683200357
Valencia,1.111098888900,8.728426924,4.946893384,0,4.928806399,4369800,2081600,0.4763604742
Valencia,1.111098888900,8.728426924,4.946893384,0,4.928806399,4369800,2081600,0.4763604742
Olsztyn,5.333280000000,6.325910839,3.116823531,0,4.925338123,1642832,1382260,0.8413885291
Ekaterinburg,4.999950000000,0,4.828362069,0,4.914156034,52389,44000,0.8398709653
Treviso,4.444398888900,6.489424311,3.765385206,0,4.899736135,340600,236600,0.6946564885
Espargos,2.156841764700,4.729492191,2.711769158,10,4.899525778,22633018,14028200,0.6198112863
Incheon,1.249987500000,7.434272395,7.018564674,3.861702128,4.891131674,1037104423,123409600,0.1189943821
Bariloche,6.666600000000,0,3.08538179,0,4.875990895,29000,29000,1
Hanoi,5.897377692300,0.857142959,2.72070548,10,4.868806533,48868305,10236000,0.2094609175
Changchun Longjia,3.333300000000,3.787601662,2.353433941,10,4.868583901,1142290,152600,0.1335912947
Marrakech,1.379296206900,8.349876402,5.000143678,4.741066106,4.867595598,228763830,129038000,0.5640664435
Katowice,6.923007435900,0,2.799288278,0,4.861147857,24843322,16856800,0.6785243938
Hannover,3.333300000000,6.920333681,4.224279886,0,4.825971189,3109946,1471000,0.4729985665
Lodz,4.999950000000,6.823308135,2.651864755,0,4.825040963,4753401,3573920,0.7518658746
Santiago De Compostela,1.428555714300,7.011206675,6.03092054,0,4.823560976,1411800,780400,0.5527695141
Santiago De Compostela,1.428555714300,7.011206675,6.03092054,0,4.823560976,1411800,780400,0.5527695141
Salzburg,2.222201111100,5.297805718,6.896007179,0,4.805338003,1351143,817600,0.605117297
Pisa,4.358929743600,4.651898835,5.365021474,0,4.791950017,2305000,1645400,0.7138394794
Everrich Downtown Kinmen,3.777738888900,5.358451112,0.001550623469,10,4.784435156,92033051,7693060,0.08359018762
Ioannina,4.999950000000,6.666666667,2.677595628,0,4.781404098,10800,8800,0.8148148148
Lagos,1.428555714300,2.693126884,4.98477204,10,4.77661366,1429200,782400,0.5474391268
Abuja,1.428555714300,3.043231254,4.620018204,10,4.772951293,521200,269200,0.5165003837
Xiamen Gaoqi,1.538444615400,4.901957513,2.647289518,10,4.771922912,23654002,3157940,0.1335055269
Ramon,0.000000000000,0,4.765914219,0,4.765914219,0,0,0
Qingdao Liuting,1.777758888900,5.138166797,2.13937332,10,4.763824751,15209491,2036800,0.1339163816
Taiyuan Wusu,3.333300000000,3.787601662,1.912112611,10,4.758253568,1747394,247800,0.1418111771
Lublin,6.388826111100,0,3.116823531,0,4.752824821,10331798,7235580,0.7003214736
Cairo,5.238044285700,7.069748804,5.226406746,1.44668101,4.745220212,179060461,125234733,0.6993991432
Cam Ranh,5.640970256400,0.857142959,2.458737186,10,4.7392126,19744800,3192200,0.1616729468
Szczecin,4.333290000000,6.644518272,3.213942887,0,4.73058372,5292404,4368000,0.8253338181
Rzeszow,6.410192564100,0,3.029023281,0,4.719607923,12555178,8507600,0.6776168367
Queenstown,3.333300000000,0,6.073289294,0,4.703294647,20576,5000,0.2430015552
Abidjan,1.111098888900,4.234389549,3.372788371,10,4.679569202,6130800,3635600,0.5930058067
Casablanca,1.290310430100,7.617589207,5.840715916,3.914584369,4.665799981,99089969,51024000,0.5149259861
Berlin Brandenburg,3.076892564100,7.266872649,3.633779544,0,4.659181586,11912562,5466400,0.4588769402
Weihai Dashuibo,2.380929523800,5.547152394,0.6371018005,10,4.64129593,880286,241600,0.2744562563
Shanghai Hongqiao,1.249987500000,4.32316156,2.942327447,10,4.628869127,61540652,7701697,0.1251481216
Prague,4.285670476200,5.411036028,4.160804039,0,4.619170181,18248000,8504800,0.4660675142
Yangyang,0.999990000000,6.696628381,6.125843351,0,4.607487244,50000,5200,0.104
Zhengzhou Xinzheng,1.428555714300,4.07883027,2.917321618,10,4.606176901,7348383,974200,0.1325733838
Munster-Osnabruck,5.476135238100,0,3.702316265,0,4.589225752,1250003,1250003,1
Strasbourg,3.888851111100,1.818181878,8.051367818,0,4.586133602,146200,103200,0.7058823529
Strasbourg,3.888851111100,1.818181878,8.051367818,0,4.586133602,146200,103200,0.7058823529
Mendoza,5.714229523800,0,3.448129688,0,4.581179606,546000,546000,1
Taipei - Taoyuan,3.555521111100,5.358451112,5.953077055,3.400468817,4.566879524,1142925828,85758356,0.07503405199
Nuernberg,5.238044285700,0,3.892376637,0,4.565210462,252045,252045,1
Hohhot Baita,3.333300000000,4.602497623,0.2820984751,10,4.554474025,1384831,185800,0.134167996
Macau,1.428555714300,2.549019627,4.163403405,10,4.535244687,37900261,8818400,0.2326738594
Gibraltar,5.833275000000,0,6.821275402,0.935484,4.530011467,27333680,3659030,0.1338652534
Nairobi,4.761855714300,0,4.260302739,0,4.511079227,479934,253200,0.5275725412
Stockholm Arlanda,2.222201111100,0,6.788803115,0,4.505502113,9738800,5745400,0.5899494804
Changsha Huanghua,1.555541111100,3.30180828,3.147988727,10,4.50133453,8984375,1201340,0.1337143652
Guangzhou Baiyun,1.333320000000,3.30180828,3.317142379,10,4.488067665,228308668,31383040,0.1374588196
Shandong,0.000000000000,0,4.483192141,0,4.483192141,0,0,0
Tozeur,4.333290000000,7.981868391,1.10145225,0,4.472203547,592040,323800,0.5469225052
Vienna,1.111098888900,5.454545566,6.820216042,0,4.461953499,11621768,6257400,0.5384206603
Alicante,1.851834814800,8.791002736,5.524903716,1.657143,4.456221067,63486000,13965800,0.2199823583
Alicante,1.851834814800,8.791002736,5.524903716,1.657143,4.456221067,63486000,13965800,0.2199823583
Tunis,1.410242564100,7.806232601,3.054268868,5.491831194,4.440643807,88152874,53196200,0.6034539498
Aarhus,5.416612500000,0,3.410053346,0,4.413332923,110099,106001,0.9627789535
Volgograd,2.999970000000,8.886883998,1.344589235,0,4.410481078,478400,236200,0.493729097
Cologne,1.666650000000,5.739385042,5.815969004,0,4.407334682,4619584,2671384,0.5782737147
Ulaanbaatar,2.499975000000,9.600136687,1.089956983,0,4.396689557,2904400,133800,0.04606803471
Malaga,1.481465185200,8.863125085,5.493492011,1.657143,4.37380632,40099000,12293200,0.3065712362
Malaga,1.481465185200,8.863125085,5.493492011,1.657143,4.37380632,40099000,12293200,0.3065712362
Barcelona,1.481465185200,8.916103016,5.425074942,1.657143,4.369946536,30519800,13610200,0.4459465658
Barcelona,1.481465185200,8.916103016,5.425074942,1.657143,4.369946536,30519800,13610200,0.4459465658
Hefei Xinqiao,1.851834814800,3.777810614,1.818801161,10,4.362111647,3432889,455400,0.132657945
Hangzhou Xiaoshan,1.372536274500,3.595912708,2.373603052,10,4.335513009,54272948,7254200,0.1336614329
Mitilini,0.666660000000,4.448950819,7.868097979,0,4.327902933,318600,107800,0.3383553045
Madrid Barajas,1.481465185200,8.964664086,5.195542861,1.657143,4.324703783,25986000,13750200,0.529138767
Madrid Barajas,1.481465185200,8.964664086,5.195542861,1.657143,4.324703783,25986000,13750200,0.529138767
Haiphong,5.833275000000,0,2.811025698,0,4.322150349,268600,268600,1
Phnom Penh,2.333310000000,0.9478812916,3.989714694,10,4.317726496,13394525,2187000,0.1632756667
Wuhan Tianhe,1.111098888900,3.30180828,2.834689809,10,4.311899245,10160927,1352500,0.133107934
Xian Xianyang,1.249987500000,4.333879641,1.647334769,10,4.307800477,13898629,1859939,0.1338217604
Hamburg,2.777748888900,6.875000033,3.26414054,0,4.305629821,7019934,3240800,0.461656762
Aberdeen,1.111098888900,6.140473641,5.660743859,0,4.304105463,2847200,462600,0.1624754144
Managua,5.555501111100,0.3227527546,1.316196247,10,4.298612528,1660875,1499400,0.9027771506
Chongqing Jiangbei,1.333320000000,3.30180828,2.448744704,10,4.270968246,8262630,1131400,0.1369297669
Shenyang Taoxian,1.190464761900,3.450008561,2.426701612,10,4.266793734,14244085,1905400,0.1337678061
Aqaba,3.452345476200,7.311570652,2.009732152,0,4.25788276,653200,383400,0.5869565217
DAMMAM,2.444418888900,1.492610061,3.09305427,10,4.257520805,54120400,17480200,0.3229872654
Sanya Fenghuang,2.666640000000,9.199319336,0.903580324,0,4.25651322,719460,96650,0.1343368638
Jinan Xiaoqiang,1.388876111100,3.38988735,2.168247669,10,4.236752783,2546233,341580,0.1341511166
Paderborn,3.333300000000,3.674089037,5.652116953,0,4.21983533,498300,250900,0.5035119406
Gabon,1.111098888900,9.135135168,2.410053049,0,4.218762368,2677400,1242800,0.4641816688
Grenoble,2.777748888900,2.626474195,1.44771228,10,4.212983841,390600,161600,0.4137224782
Antalya Airport,3.962923703700,7.731469264,2.154348604,2.986780462,4.208880509,246178800,115104600,0.4675650381
Palma De Mallorca,1.111098888900,8.80518192,5.225932739,1.657143,4.199839137,38018400,11318800,0.2977189992
Palma De Mallorca,1.111098888900,8.80518192,5.225932739,1.657143,4.199839137,38018400,11318800,0.2977189992
Jersey,5.333280000000,0.7407407407,6.494328276,0,4.189449672,8606800,1837400,0.2134823628
Fuerteventura,1.249987500000,6.321284028,4.987831487,0,4.186367672,47338800,16162000,0.3414112736
Kuala Lumpur,2.121192121200,6.744534008,5.275053752,2.572900921,4.1784202,80793000,28723000,0.3555134727
Istanbul Asia Airport,4.444398888900,7.638333548,1.697516967,2.918410817,4.174665055,149795800,94793000,0.6328148052
Yerevan,1.333320000000,4.280623422,6.894612277,0,4.169518566,448400,27800,0.06199821588
Duesseldorf,2.222201111100,6.641523027,3.574087913,0,4.14593735,10730256,5559600,0.5181237055
Madeira,3.333300000000,6.190133908,2.905243688,0,4.142892532,5061600,2989600,0.5906432749
Rosario,5.238044285700,0,3.046855288,0,4.142449787,44800,44800,1
Southampton,1.111098888900,6.409883792,4.898120309,0,4.139700997,2433000,432000,0.1775585697
Leeds Bradford,1.111098888900,6.595744767,4.670428327,0,4.125757327,11456000,795800,0.06946578212
London Luton,1.333320000000,8.728428725,2.294749786,0,4.118832837,14622400,3071000,0.2100202429
Genoa,6.111048888900,7.500000092e-16,6.224956242,0,4.11200171,488400,342000,0.7002457002
Thessaloniki,3.472188611100,6.238479276,2.592206296,0,4.100958061,5995804,2306600,0.3847023685
Newcastle,1.111098888900,6.179131125,5.0035212,0,4.097917071,17735800,801400,0.04518544413
Gdansk,4.722176111100,7.370558344,3.726022526,0.543478,4.090558745,59157529,39668080,0.6705499819
Kuwait,4.166625000000,5.94960603,3.928771287,2.303338993,4.087085327,289857503,222179800,0.7665138825
Chengdu Tianfu,1.555541111100,3.30180828,1.478763517,10,4.084028227,28848382,3855420,0.133644237
Cardiff,1.111098888900,5.728834854,5.39167043,0,4.077201391,2343400,214200,0.09140564991
London Southend Airport,1.666650000000,5.448997444,5.092236234,0,4.069294559,383800,90800,0.2365815529
Abu Dhabi,3.636326969700,4.970990046,3.8871683,3.755559105,4.062511105,68798300,38233200,0.555728848
Exeter,1.666650000000,6.099284257,4.402969283,0,4.05630118,656000,96600,0.1472560976
Lanzarote,1.666650000000,6.321284028,4.166483646,0,4.051472558,65108600,18622400,0.2860205871
Nykoping,6.666600000000,0,1.422799555,0,4.044699777,34000,20000,0.5882352941
Warsaw,3.846114871800,8.502331158,3.068161834,0.6,4.004151966,54600044,36336980,0.6655119179
Edinburgh,1.111098888900,5.931372587,4.934937874,0,3.992469783,18429600,2734600,0.1483808656
Wuxi Shuofang,1.851834814800,2.185966015,1.906342702,10,3.986035883,2412676,332200,0.137689437
Birmingham,1.111098888900,6.016699468,4.801406579,0,3.976401645,25492200,2720200,0.1067071496
Copenhagen,3.749962500000,4.310344828,3.832688839,0,3.964332056,15144970,4387400,0.2896935418
Sihanoukville,1.904744285700,0.906096835,3.025497907,10,3.959084757,77150,20400,0.2644199611
Bristol,1.111098888900,5.756497578,4.996232992,0,3.954609819,15491200,1694200,0.1093653171
Cork,0.833325000000,2.450980392,8.569216072,0,3.951173821,6707800,1052600,0.1569217925
Cancun,1.515134848500,7.605857853,5.23206638,1.443669284,3.949182091,62657800,36889800,0.5887503232
Bournemouth,1.111098888900,5.951753172,4.775219492,0,3.946023851,1062800,157200,0.147911178
Baku,5.396772698400,0,2.491375269,0,3.944073984,17884141,15026400,0.8402080927
Chubu,1.481465185200,6.556989147,3.713589586,3.979164698,3.932802154,86976520,8496600,0.09768843361
East Midlands,1.111098888900,6.276119468,4.399865378,0,3.929027911,10508400,746000,0.07099082639
La Palma,1.249987500000,6.288289031,4.130570598,0,3.88961571,2688000,1120000,0.4166666667
Poznan-Lawica,5.151465151500,0,2.625078405,0,3.888271778,17987353,12207600,0.6786768459
Gran Canaria,1.249987500000,6.321284028,4.035683667,0,3.868985065,94281800,36438600,0.386486045
Norwich,1.111098888900,5.175745302,5.223586187,0,3.836810126,446800,82600,0.184870188
Glasgow,1.111098888900,5.931372587,4.445304437,0,3.829258638,18920000,1219800,0.06447145877
Liverpool,1.111098888900,6.424475601,3.950651124,0,3.828741871,20538600,1394800,0.06791115266
Basel,1.111098888900,1.660839118,2.490196858,10,3.815533716,32493400,15029400,0.4625370075
Dubai,1.538444615400,5.669569227,2.401352127,5.610140779,3.804876687,698878400,348356600,0.4984509465
Tokyo - Narita,1.190464761900,6.772811356,4.431993506,2.782633127,3.794475688,424963273,64817600,0.1525251807
Urumchi Diwobao,1.111098888900,3.30180828,0.7630844914,10,3.793997915,20106292,2704000,0.1344852646
Dublin,1.666650000000,2.450980392,8.821582799,2.2,3.784803298,65233400,9644200,0.1478414432
Medina,1.777758888900,1.492610061,1.854294908,10,3.781165965,25013400,12493600,0.4994762807
London Gatwick,1.111098888900,5.861542753,4.317092415,0,3.763244686,49070000,11327600,0.2308457306
Muan,1.025629743600,2.687226986,1.299992153,10,3.753212221,1430200,74000,0.05174101524
Banja Luka,2.083312500000,2.504863441,0.3710160754,10,3.739798004,2020960,1637220,0.810119943
Ouarzazate,0.909080909100,9.888422837,0.4147536141,0,3.73741912,1508925,860000,0.5699421774
Manas,1.111098888900,9.744000609,0.3450878033,0,3.733395767,3998200,1406600,0.3518083137
London Stansted,1.111098888900,5.931372587,4.148714109,0,3.730395195,28625000,6086800,0.2126393013
Wenzhou Longwan,2.222201111100,1.094051385,1.512585918,10,3.707209604,3263441,436800,0.1338464523
Novosibirsk,3.333300000000,0,4.075941025,0,3.704620512,10600,10200,0.9622641509
Faro Airport,1.666650000000,5.610098238,3.565440008,0,3.614062748,28279200,8409400,0.2973705055
Kos,2.222201111100,0.2643262661,8.310509812,0,3.599012396,7777200,1816600,0.2335802088
Amman,3.589707435900,7.528924467,2.009732152,1.254604267,3.595742081,225121000,143952400,0.6394445654
Hatay Airport,0.000000000000,0,3.565465277,0,3.565465277,0,0,0
Skopje,1.818165151500,7.614438609,1.213799929,0,3.54880123,29025840,10877000,0.3747350637
Malmo,3.333300000000,0,3.742084455,0,3.537692228,264000,92200,0.3492424242
Osaka - Kansai,1.444428888900,6.017059972,3.09690404,3.590635991,3.537257223,402162262,45448000,0.1130091117
Batumi,4.102522307700,4.671959968,1.764743431,0,3.513075236,6761240,4585800,0.6782483686
Zagreb,6.666600000000,7.499999764e-16,3.768618874,0,3.478406291,2019800,1858400,0.9200910981
Radom,5.999940000000,0,2.795236696,1.578947,3.458041232,31283,21400,0.684077614
Xuzhou Guanyin,1.666650000000,1.449247889,0.6247183847,10,3.435154069,108454,14400,0.1327751858
Frankfurt,1.794855384600,7.419344802,3.950657343,0.520833,3.421422632,33591964,16232600,0.4832286674
Murcia,1.666650000000,7.529411786,1.061704907,0,3.419255564,5451400,1612600,0.2958139194
Murcia,1.666650000000,7.529411786,1.061704907,0,3.419255564,5451400,1612600,0.2958139194
Lisbon,1.666650000000,5.610098238,2.955922353,0,3.410890197,19906000,12143800,0.6100572692
Torino,4.666620000000,0.101010101,5.457602712,0,3.408410938,947325,648800,0.6848758346
Sharjah,3.030273030300,4.098475454,3.244319483,3.244030548,3.404274629,73207400,40164600,0.5486412576
Glasgow Prestwick,3.333300000000,2.873563218,3.893821998,0,3.366895072,1966400,33400,0.01698535395
Shannon,6.666600000000,0,0.0002291247757,0,3.333414562,10723081,1465999,0.1367143454
Orebro,3.333300000000,0,0,0,3.3333,34465,20000,0.5802988539
Ohrid,1.249987500000,8.164444155,0.5257963607,0,3.313409338,1285400,618400,0.4810953789
Katima Mulilo,4.999950000000,0,1.620063215,0,3.310006607,518658,250000,0.4820131956
Bari,3.999960000000,0.06756756757,5.765919059,0,3.277815542,1097572,793000,0.722503854
Manchester,1.111098888900,5.931372587,4.749432282,1.318182,3.277521439,80718400,7579000,0.09389432893
Harbin Taiping,3.333300000000,4.227231064,2.206334515,0,3.25562186,37050,5000,0.1349527665
London Heathrow,1.111098888900,6.082287706,4.417833767,1.318182,3.232350591,55012000,17992000,0.3270559151
Nanchang Changbei,3.333300000000,4.342947998,2.000746375,0,3.225664791,141626,19000,0.1341561578
Yanji Zhaoyangchuan,2.666640000000,6.349406865,0.6257813146,0,3.213942726,1265790,168600,0.1331974498
Porto,1.111098888900,5.610098238,2.846871944,0,3.189356357,14948800,8477800,0.5671224446
Mexico City,1.515134848500,7.57647835,2.1989988,1.443669284,3.183570321,24821400,17261400,0.6954241098
Bologna,3.999960000000,0.101010101,5.402530481,0,3.167833527,2493025,1648000,0.6610443136
Hong Kong,1.041656250000,4.146197118,4.24479713,2.948113208,3.095190927,288030735,83231540,0.2889675645
Nis,1.111098888900,2.818232406,5.331251156,0,3.086860817,3978600,1153200,0.2898507013
Belgrade,1.111098888900,2.752941225,5.331251156,0,3.06509709,61337600,22215200,0.3621791528
Marka,4.166625000000,3.000000024,2.009732152,0,3.058785725,10800,5200,0.4814814815
Zurich,1.403495964900,4.392731765,4.877363857,1.542705663,3.054074313,73274600,26318600,0.3591776687
Chambery,1.111098888900,7.407407401,0.5288839927,0,3.015796761,309000,120600,0.3902912621
Chambery,1.111098888900,7.407407401,0.5288839927,0,3.015796761,309000,120600,0.3902912621
Riga,3.888851111100,3.000000161e-15,7.174153447,0.875,2.98450114,59478199,35538800,0.5975096859
Montevideo,4.999950000000,0,0.7042756596,0,2.85211283,2931800,1104200,0.3766286923
Warsaw-Modlin,4.999950000000,1.071428541,2.436618876,0,2.835999139,13171640,10027060,0.761261316
Granada,1.666650000000,0.1315789256,6.668103022,0,2.822110649,65400,37000,0.5657492355
Tirana,2.857114761900,4.282909586,1.291682212,0,2.810568853,130243800,57031600,0.4378834156
Almaty,3.939353939400,2.5,1.948387571,0,2.795913837,3782558,2345000,0.6199508375
Aktio,1.111098888900,6.248827462,0.9037491462,0,2.754558499,1442600,478800,0.3319007348
Beijing,1.458318750000,4.32316156,3.481790315,1.74105119,2.751080454,361140050,54295600,0.1503449977
Shanghai Pudong,1.249987500000,4.32316156,3.630895544,1.74105119,2.736273948,560948893,76398935,0.1361958923
Chania,1.538444615400,3.578970947,2.873670471,0,2.663695345,5198600,2039000,0.3922209826
Samos,0.833325000000,0.1348039137,6.985454439,0,2.651194451,52400,16800,0.320610687
PRISTINA,3.333300000000,3.62766266,0.8555094352,0,2.605490698,28246461,11230200,0.39757901
Guernsey,4.999950000000,0,0.1563591367,0,2.578154568,630050,421000,0.6682009364
Geneva,1.403495964900,4.08258282,3.125257134,1.644908616,2.564061134,46948200,17031400,0.3627700317
Humberside,1.333320000000,4.843709564,1.50291532,0,2.559981628,400400,51600,0.1288711289
Eindhoven,2.222201111100,0.7692307941,4.330202539,0,2.440544815,827600,403800,0.4879168681
Rotterdam,3.333300000000,2.5,1.382873212,0,2.405391071,458000,288400,0.6296943231
Santorini,2.499975000000,1.557704828,3.035836175,0,2.364505335,3864400,1439600,0.3725287237
Dresden,1.333320000000,1.071428625,4.687073896,0,2.36394084,527000,337000,0.6394686907
Alexandoupolis,0.740732592600,1.978431882,4.251387816,0,2.32351743,4023400,1129400,0.280707859
Kavala,3.333300000000,1.296928341,2.198693214,0,2.276307185,339400,145600,0.4289923394
Mykonos,1.904744285700,1.434620616,3.46777,0,2.269044967,1995000,926200,0.4642606516
Jeddah,3.599964000000,3.339977582,0.953262955,1.180183323,2.268346965,121401925,59654200,0.4913777109
Sofia,1.666650000000,3.438282624,1.440147981,0,2.181693535,44614503,12162800,0.2726198698
Vilnius,1.111098888900,0.1818181965,5.168115304,0,2.153677463,19039806,13286000,0.6978012276
Tenerife,1.249987500000,6.321284028,0.02057955826,0.862069,2.113480022,149966200,50061000,0.3338152197
Zakynthos,0.833325000000,1.465388967,3.826871259,0,2.041861742,8265000,1592000,0.1926194797
Varna,1.666650000000,1.529090932,2.714644111,0,1.970128348,2684606,596200,0.2220810056
Amsterdam - Schiphol,3.809485238100,1.163636387,1.533523134,1.363636,1.96757019,28662761,14177400,0.4946278553
Elblag,2.592567407400,0.1024247832,3.116823531,0,1.937271907,2505600,635600,0.2536717752
Mudanjiang Hailang,3.333300000000,1.77274303,0.6227681552,0,1.909603729,80720,10800,0.1337958375
Ostrava,4.999950000000,7.500000092e-16,0.4702934678,0,1.823414489,297200,194400,0.6541049798
Yinchuan Hedong,1.388876111100,1.746818835,2.090848517,0,1.742181154,823473,109800,0.1333377051
RIYADH,1.960763725500,1.623431201,2.603599285,0.1892536126,1.594261956,161954800,75354800,0.4652829061
Bourgas,1.666650000000,0.9799554566,2.024712199,0,1.557105885,7832600,1137400,0.1452135945
Kaunas,1.111098888900,0.1818181965,3.356454689,0,1.549790592,14742600,10927000,0.7411854083
Yancheng Nanyang,3.333300000000,0.2101597999,0.5391580112,0,1.360872604,2910,400,0.1374570447
Skiathos,2.380929523800,0.1680000101,0.9859429894,0,1.178290841,1804800,437200,0.2422429078
Al Hoceima,0.000000000000,0,0.320550299,0,0.320550299,108159,0,0
